============================== SRIM-2008.04 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar+Mylar+Mylar+Mylar( 14.3 um) ========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  744  2 .3689642E+07   1440018E-01  .3194E+03  .1037E+03   .9999380 -.0040998 -.0103517
T  745  2 .3674623E+07   1440019E-01 -.3665E+04 -.7066E+03   .9993386 -.0352679 -.0088567
T  746  2 .3683298E+07   1440016E-01  .3325E+03 -.8916E+03   .9999218 -.0015519 -.0124131
T  747  2 .3662094E+07   1440011E-01  .9938E+03  .7252E+03   .9999392  .0072526  .0083028
T  748  2 .3624739E+07   1440015E-01 -.2058E+04  .7867E+03   .9998073 -.0162932  .0109526
T  749  2 .3685082E+07   1440007E-01  .5954E+03  .4052E+03   .9999108  .0014353  .0132789
T  750  2 .3687010E+07   1440007E-01 -.5399E+03 -.2712E+03   .9996950 -.0243126  .0043250
T  751  2 .3681032E+07   1440000E-01  .7792E+03 -.1412E+04   .9989051  .0151240 -.0442710
T  752  2 .3660203E+07   1440021E-01 -.3513E+03 -.4246E+03   .9999159  .0010139 -.0129316
T  753  2 .3697854E+07   1440010E-01 -.7401E+03  .1332E+04   .9997442 -.0099600  .0203044
T  754  2 .3711821E+07   1440003E-01  .3401E+02 -.4687E+03   .9999217  .0065903 -.0106367
T  755  2 .3453388E+07   1440002E-01 -.3627E+05  .7061E+04   .9526936 -.2987652  .0558049
T  756  2 .3696981E+07   1440021E-01 -.1063E+04 -.1369E+03   .9997598 -.0214614  .0044416
T  757  2 .3650577E+07   1440003E-01 -.1151E+04 -.5550E+03   .9998755 -.0134453 -.0082562
T  758  2 .3645480E+07   1440021E-01  .2080E+03  .1456E+04   .9997631  .0101866  .0192351
T  759  2 .3704244E+07   1440006E-01  .6696E+03 -.2673E+03   .9999799  .0042708 -.0046782
T  760  2 .3653627E+07   1440017E-01  .2214E+02 -.1151E+04   .9994885 -.0185228 -.0260711
T  761  2 .3663202E+07   1440015E-01  .3976E+03 -.1692E+03   .9999332  .0063073 -.0096813
T  762  2 .3677317E+07   1440008E-01  .4026E+02  .6882E+02   .9998515  .0138950  .0101977
T  763  2 .3705782E+07   1440018E-01  .7213E+03 -.6521E+03   .9998775  .0140829 -.0068289
T  764  2 .3701727E+07   1440021E-01  .1344E+02 -.1428E+04   .9999208 -.0022345 -.0123862
T  765  2 .3664516E+07   1440019E-01  .4582E+03 -.3576E+02   .9999817  .0022876  .0055939
T  766  2 .3713873E+07   1440013E-01  .2938E+03  .9119E+03   .9998609  .0060581  .0155378
T  767  2 .3711672E+07   1440020E-01  .3774E+03  .1335E+04   .9999721 -.0001559  .0074702
T  768  2 .3671147E+07   1440011E-01  .2187E+04  .6765E+03   .9996272  .0269871  .0041399
T  769  2 .3693262E+07   1440008E-01  .2136E+04  .2129E+04   .9989708  .0390733  .0230343
T  770  2 .3703067E+07   1440016E-01  .3017E+02 -.1179E+04   .9998401 -.0060886 -.0168115
T  771  2 .3725999E+07   1440016E-01 -.4613E+03 -.1259E+04   .9998737 -.0005965 -.0158818
T  772  2 .3707833E+07   1440010E-01 -.6671E+03  .2666E+03   .9998447 -.0114204  .0134213
T  773  2 .3687334E+07   1440020E-01  .2142E+03 -.5078E+02   .9999784 -.0062872 -.0019305
T  774  2 .3644246E+07   1440017E-01 -.8443E+03 -.1506E+04   .9997453 -.0019616 -.0224818
T  775  2 .3690457E+07   1440014E-01 -.7234E+03 -.7034E+03   .9997859 -.0132629 -.0158795
T  776  2 .3750156E+07   1440011E-01 -.3886E+03 -.5315E+03   .9998862 -.0050518 -.0142124
T  777  2 .3697430E+07   1440020E-01  .9611E+03  .5828E+03   .9998660  .0104673  .0125869
T  778  2 .3686058E+07   1440014E-01  .1667E+03 -.7785E+00   .9998966 -.0140988 -.0028212
T  779  2 .3724276E+07   1440021E-01 -.2775E+03 -.4159E+03   .9999132 -.0079855 -.0104834
T  780  2 .3677211E+07   1440002E-01 -.3477E+03 -.1096E+04   .9999926 -.0026278 -.0028091
T  781  2 .3641231E+07   1440012E-01 -.1132E+04 -.8489E+03   .9997049 -.0162828 -.0180269
T  782  2 .3658096E+07   1440010E-01 -.7021E+03 -.6302E+03   .9999147 -.0106962 -.0074942
T  783  2 .3654930E+07   1440016E-01  .1297E+04 -.4391E+03   .9998488  .0106873 -.0137152
T  784  2 .3722003E+07   1440008E-01 -.5618E+03  .2932E+03   .9999402 -.0097804  .0048975
T  785  2 .3672731E+07   1440013E-01  .1094E+04  .2929E+03   .9999157  .0127124  .0026450
T  786  2 .3655236E+07   1440018E-01  .1061E+04  .1310E+04   .9998046  .0135119  .0144301
T  787  2 .3739649E+07   1440018E-01 -.7865E+02 -.1402E+04   .9999410  .0004984 -.0108554
T  788  2 .3652795E+07   1440006E-01 -.1456E+03 -.2470E+03   .9999585 -.0037685 -.0082937
T  789  2 .3689541E+07   1440009E-01  .9938E+03 -.2329E+04   .9997221  .0059772 -.0228037
T  790  2 .3703018E+07   1440005E-01 -.7737E+03 -.4955E+03   .9999235 -.0123238  .0010465
T  791  2 .3686719E+07   1440007E-01  .1488E+04  .1071E+04   .9997005  .0228481  .0087724
T  792  2 .3703071E+07   1440001E-01 -.8794E+03 -.2003E+03   .9998110 -.0193936 -.0013356
T  793  2 .3686762E+07   1440009E-01  .4310E+02  .4184E+03   .9999727  .0060879  .0041960
T  794  2 .3691651E+07   1440001E-01 -.1948E+03  .4362E+03   .9999807 -.0024395 -.0057143
T  795  2 .3679598E+07   1440004E-01  .2871E+03  .2413E+03   .9999919  .0029182  .0027837
T  796  2 .3679905E+07   1440014E-01 -.2536E+04  .1240E+04   .9997993 -.0185994  .0074439
T  797  2 .3652541E+07   1440019E-01 -.3193E+02 -.5206E+03   .9997883  .0053663 -.0198617
T  798  2 .3695337E+07   1440017E-01 -.4988E+03 -.4411E+03   .9999915 -.0013410 -.0039030
T  799  2 .3679961E+07   1440015E-01 -.1194E+04 -.6272E+03   .9998685 -.0131636 -.0094730
T  800  2 .3683079E+07   1440018E-01  .1752E+04 -.5018E+02   .9996911  .0238392  .0070348
T  801  2 .3661658E+07   1440022E-01  .1722E+03 -.7177E+03   .9999650  .0023460 -.0080262
T  802  2 .3670347E+07   1440009E-01 -.3694E+03 -.2246E+03   .9989260 -.0439853 -.0145661
T  803  2 .3670409E+07   1440016E-01  .6272E+03 -.1826E+04   .9997831  .0073465 -.0194868
T  804  2 .3648467E+07   1440000E-01 -.1223E+04  .1246E+04   .9997729 -.0140220  .0160490
T  805  2 .3697025E+07   1440019E-01 -.6449E+03 -.5683E+03   .9998238 -.0164485 -.0090431
T  806  2 .3743808E+07   1440015E-01  .4805E+03  .1890E+04   .9996272  .0229258  .0148279
T  807  2 .3700269E+07   1440016E-01 -.1195E+04 -.8027E+02   .9994189 -.0331589 -.0078959
T  808  2 .3705940E+07   1440014E-01  .9044E+03 -.6594E+03   .9998735  .0110307 -.0114548
T  809  2 .3721137E+07   1440022E-01  .8673E+03  .9864E+03   .9999339  .0098603  .0059055
T  810  2 .3693933E+07   1440010E-01 -.1432E+04 -.1971E+04   .9996476 -.0116719 -.0238413
T  811  2 .3670584E+07   1440007E-01 -.1597E+04  .7057E+03   .9997209 -.0153459  .0179603
T  812  2 .3643243E+07   1440019E-01  .1026E+04 -.6361E+03   .9998776  .0141196 -.0067343
T  813  2 .3668738E+07   1440002E-01  .1420E+04  .4915E+03   .9997202  .0234074  .0034108
T  814  2 .3690329E+07   1440019E-01  .1117E+04  .1502E+04   .9997797  .0103514  .0182587
T  815  2 .3664805E+07   1440009E-01 -.4188E+03  .8615E+03   .9999144 -.0066190  .0112839
T  816  2 .3714673E+07   1440017E-01  .1022E+04 -.7426E+03   .9998759  .0156361 -.0019427
T  817  2 .3697052E+07   1440004E-01 -.5658E+03  .5170E+03   .9998737 -.0126228  .0096572
T  818  2 .3685695E+07   1440015E-01  .2163E+02  .7658E+03   .9999622  .0063406  .0059547
T  819  2 .3671514E+07   1440001E-01 -.5934E+02 -.8342E+03   .9999528 -.0034466 -.0090824
T  820  2 .3673073E+07   1440021E-01  .6541E+03  .1551E+04   .9995328  .0183189  .0244647
T  821  2 .3685830E+07   1440012E-01 -.3769E+03  .2910E+03   .9998510 -.0169603  .0032088
T  822  2 .3660634E+07   1440014E-01  .1562E+03 -.4447E+03   .9999193 -.0054290 -.0114891
T  823  2 .3631227E+07   1440020E-01 -.8199E+04  .6768E+04   .9818836 -.1509930  .1144803
T  824  2 .3645854E+07   1440008E-01 -.2433E+03  .1141E+03   .9999688 -.0078885  .0003748
T  825  2 .3661440E+07   1440007E-01  .1425E+04 -.1459E+04   .9998583  .0151793 -.0072744
T  826  2 .3673963E+07   1440019E-01 -.4794E+02 -.1034E+04   .9999183  .0042924 -.0120383
T  827  2 .3651604E+07   1440009E-01 -.4149E+02  .4817E+03   .9999579 -.0023131  .0088741
T  828  2 .3640232E+07   1440013E-01  .6307E+03  .6921E+03   .9998936  .0082649  .0120164
T  829  2 .3652486E+07   1440013E-01 -.4007E+03 -.4689E+03   .9999483 -.0096381 -.0032529
T  830  2 .3696575E+07   1440003E-01  .6041E+02 -.1034E+04   .9998588 -.0060321 -.0156874
T  831  2 .3669279E+07   1440019E-01  .5020E+03  .4373E+03   .9999886  .0029993  .0037210
T  832  2 .3751451E+07   1440007E-01  .5686E+03 -.8051E+03   .9999787  .0044856 -.0047410
T  833  2 .3697920E+07   1440019E-01  .9644E+03 -.1077E+04   .9958131  .0521132 -.0751034
T  834  2 .3678061E+07   1440017E-01  .4422E+03  .2969E+04   .9994496  .0039858  .0329332
T  835  2 .3702923E+07   1440002E-01  .1026E+04 -.1477E+02   .9997047  .0223286 -.0095836
T  836  2 .3651599E+07   1440021E-01 -.2878E+03  .1059E+04   .9998936 -.0085111  .0118497
T  837  2 .3694227E+07   1440001E-01 -.8616E+03 -.1893E+04   .9998682 -.0074311 -.0144348
T  838  2 .3711933E+07   1440011E-01 -.4305E+03  .1190E+04   .9998436 -.0027367  .0174719
T  839  2 .3697203E+07   1440018E-01 -.6832E+03  .1997E+04   .9997884 -.0056345  .0197819
T  840  2 .3692844E+07   1440020E-01 -.6737E+03 -.2208E+03   .9999774  .0041304 -.0053015
T  841  2 .3694377E+07   1440000E-01 -.3824E+01 -.3515E+02   .9999028 -.0038928 -.0133857
T  842  2 .3672758E+07   1440002E-01 -.8015E+03 -.1423E+02   .9999402 -.0109262  .0003893
T  843  2 .3731533E+07   1440008E-01  .7559E+03 -.1375E+03   .9999717  .0013707 -.0073982
T  844  2 .3660101E+07   1440001E-01  .1612E+04 -.4319E+04   .9975583  .0281704 -.0639047
T  845  2 .3651333E+07   1440008E-01 -.1188E+04 -.9786E+03   .9998161 -.0140150 -.0130868
T  846  2 .3658195E+07   1440016E-01 -.3055E+03 -.4233E+03   .9999044 -.0138000 -.0008176
T  847  2 .3685715E+07   1440018E-01 -.2576E+03  .1815E+03   .9999844  .0053054  .0017296
T  848  2 .3664874E+07   1440011E-01 -.4564E+03  .3902E+03   .9998302 -.0170980  .0068771
T  849  2 .3611570E+07   1440020E-01 -.1275E+04  .6481E+03   .9878453 -.1546772  .0153823
T  850  2 .3719562E+07   1440014E-01 -.1208E+04 -.7702E+03   .9998287 -.0122755 -.0138523
T  851  2 .3731029E+07   1440014E-01 -.2708E+03  .1067E+04   .9999082 -.0079845  .0109509
T  852  2 .3646799E+07   1440020E-01 -.6812E+02  .4718E+03   .9999755  .0034385  .0060938
T  853  2 .3685688E+07   1440001E-01 -.2955E+03  .7976E+03   .9999540 -.0049824  .0081990
T  854  2 .3704942E+07   1440016E-01 -.1923E+03 -.1700E+03   .9999910  .0023647 -.0035247
T  855  2 .3722685E+07   1440006E-01  .1233E+04  .4954E+03   .9999117  .0091654  .0096204
T  856  2 .3706890E+07   1440022E-01  .8248E+03 -.1101E+04   .9994164  .0215445 -.0265099
T  857  2 .3683283E+07   1440010E-01 -.1114E+03 -.7719E+03   .9995328 -.0137596 -.0272907
T  858  2 .3700081E+07   1440006E-01 -.1525E+03 -.5870E+01   .9999465  .0101575  .0019556
T  859  2 .3721627E+07   1440001E-01  .4393E+03  .3054E+03   .9999996 -.0008607 -.0003367
T  860  2 .3643805E+07   1440014E-01  .1402E+03 -.9326E+03   .9998785 -.0073797 -.0137306
T  861  2 .3658945E+07   1440003E-01  .1053E+04  .4479E+03   .9999048  .0137922 -.0004611
T  862  2 .3668227E+07   1440003E-01  .9264E+03  .5902E+03   .9999908  .0042814  .0001445
T  863  2 .3690935E+07   1440014E-01  .9081E+02 -.5930E+03   .9999772  .0061390 -.0028274
T  864  2 .3705309E+07   1440006E-01  .7564E+03 -.1372E+04   .9998963  .0122125 -.0076280
T  865  2 .3688183E+07   1440018E-01  .1294E+04 -.9150E+03   .9995967  .0271825 -.0082198
T  866  2 .3683362E+07   1440013E-01  .1190E+03  .9208E+03   .9998571  .0017307  .0168168
T  867  2 .3691497E+07   1440018E-01 -.1884E+04  .1288E+04   .9996980 -.0223780  .0101528
T  868  2 .3654091E+07   1440020E-01  .6532E+04 -.8371E+03   .9843272  .1734975 -.0316020
T  869  2 .3723391E+07   1440013E-01 -.9457E+02  .3738E+03   .9999932  .0013760  .0034307
T  870  2 .3690504E+07   1440018E-01 -.1486E+04 -.3402E+02   .9998338 -.0180940  .0022405
T  871  2 .3668580E+07   1440011E-01  .6224E+03  .1505E+04   .9996510  .0156497  .0212839
T  872  2 .3692730E+07   1440005E-01  .3197E+03 -.5529E+03   .9998459 -.0067701 -.0161994
T  873  2 .3697299E+07   1440005E-01 -.2380E+04 -.1305E+04   .9981652 -.0567559 -.0210932
T  874  2 .3710549E+07   1440012E-01 -.3561E+03  .2114E+03   .9999732 -.0036824  .0063288
T  875  2 .3689805E+07   1440009E-01  .3565E+02 -.5820E+02   .9999474 -.0049503 -.0089783
T  876  2 .3703721E+07   1440002E-01  .9949E+03  .6420E+03   .9998791  .0127477  .0089047
T  877  2 .3669316E+07   1440013E-01  .2015E+04 -.1168E+04   .9996936  .0245098 -.0034564
T  878  2 .3622821E+07   1440009E-01  .7777E+03  .3520E+03   .9999112  .0104011  .0083299
T  879  2 .3654659E+07   1440014E-01 -.3706E+04  .9197E+03   .9994485 -.0310938  .0116591
T  880  2 .3685321E+07   1440021E-01 -.3916E+03 -.1650E+03   .9999606  .0076315 -.0045402
T  881  2 .3733016E+07   1440016E-01  .3230E+03  .1161E+03   .9999600  .0031239  .0083803
T  882  2 .3654614E+07   1440003E-01  .1104E+04  .4095E+03   .9998566  .0168638 -.0015683
T  883  2 .3670684E+07   1440014E-01  .4255E+03 -.2243E+03   .9999004 -.0026650 -.0138585
T  884  2 .3712075E+07   1440020E-01 -.3135E+03 -.5469E+03   .9999692 -.0046724 -.0063123
T  885  2 .3669986E+07   1440021E-01 -.3665E+03  .6168E+03   .9999824 -.0042492  .0041369
T  886  2 .3684759E+07   1440006E-01 -.1098E+04  .3780E+02   .9996918 -.0247869 -.0013725
T  887  2 .3711373E+07   1440012E-01  .1669E+03  .1315E+03   .9999727  .0004654  .0073728
T  888  2 .3722399E+07   1440001E-01 -.5903E+02 -.2509E+03   .9999806  .0058845  .0020643
T  889  2 .3700710E+07   1440017E-01 -.3611E+03  .3050E+03   .9999876 -.0043001  .0025002
T  890  2 .3664349E+07   1440013E-01  .1064E+04 -.2426E+03   .9997208  .0198983 -.0127458
T  891  2 .3666786E+07   1440010E-01 -.2207E+04 -.1788E+04   .9993443 -.0273097 -.0237711
T  892  2 .3663568E+07   1440012E-01 -.2541E+04 -.3877E+03   .9996788 -.0244255 -.0067605
T  893  2 .3712252E+07   1440007E-01 -.7251E+03 -.4699E+01   .9999184 -.0127238  .0011622
T  894  2 .3685009E+07   1440011E-01 -.7296E+03  .3313E+01   .9998804 -.0152921 -.0023015
T  895  2 .3690147E+07   1440011E-01  .1198E+04 -.3628E+04   .9994954  .0044918 -.0314433
T  896  2 .3681357E+07   1440013E-01 -.1791E+02  .1441E+02   .9998715 -.0107947  .0118524
T  897  2 .3643267E+07   1440021E-01  .1700E+04  .8449E+03   .9997445  .0164925  .0154591
T  898  2 .3674624E+07   1440004E-01  .4085E+03 -.1089E+04   .9995625  .0253171 -.0152897
T  899  2 .3670583E+07   1440015E-01 -.9006E+03  .1874E+04   .9994178 -.0075800  .0332654
T  900  2 .3673773E+07   1440007E-01 -.5293E+03 -.8675E+03   .9998420 -.0129975 -.0121285
T  901  2 .3624153E+07   1440002E-01 -.6125E+02  .1650E+04   .9997517  .0014429  .0222386
T  902  2 .3670662E+07   1440005E-01 -.4194E+04 -.4282E+04   .9923512 -.0883177 -.0862496
T  903  2 .3719495E+07   1440006E-01 -.1158E+04  .3908E+03   .9998831 -.0137562  .0066795
T  904  2 .3689274E+07   1440015E-01 -.4314E+03  .6741E+03   .9997134 -.0202168  .0128254
T  905  2 .3704679E+07   1440010E-01 -.8530E+03  .4258E+03   .9999656 -.0048601  .0067170
T  906  2 .3748597E+07   1440015E-01  .1440E+04 -.5493E+03   .9997881  .0175442 -.0107679
T  907  2 .3680488E+07   1440019E-01 -.1347E+02 -.3367E+03   .9999885  .0001888  .0047877
T  908  2 .3681542E+07   1440002E-01 -.5470E+03 -.4040E+03   .9999627 -.0046866 -.0072588
T  909  2 .3690741E+07   1440022E-01 -.6568E+03 -.1260E+04   .9993262 -.0093977 -.0354804
T  910  2 .3677396E+07   1440014E-01  .2070E+04 -.6444E+03   .9998719  .0153037  .0046825
T  911  2 .3660477E+07   1440019E-01 -.4567E+03  .9747E+03   .9997446 -.0158423  .0161169
T  912  2 .3699573E+07   1440002E-01  .1225E+04 -.7070E+02   .9997820  .0196215 -.0071443
T  913  2 .3706914E+07   1440022E-01  .6287E+03  .7499E+03   .9999746  .0057041 -.0042641
T  914  2 .3706295E+07   1440001E-01 -.3129E+04  .2276E+04   .9992555 -.0321075  .0213921
T  915  2 .3668853E+07   1440010E-01 -.4279E+03  .1099E+03   .9998257 -.0136610  .0127240
T  916  2 .3662446E+07   1440021E-01  .1961E+03 -.3756E+03   .9999909  .0022069  .0036412
T  917  2 .3710152E+07   1440017E-01 -.3043E+03 -.6557E+03   .9998921 -.0081843 -.0121949
T  918  2 .3650885E+07   1440011E-01  .9856E+02 -.3761E+03   .9999606  .0063014 -.0062487
T  919  2 .3678122E+07   1440022E-01 -.5847E+03  .2925E+03   .9998673 -.0120223  .0109958
T  920  2 .3703452E+07   1440009E-01  .1683E+03  .3235E+03   .9999764  .0064830  .0022826
T  921  2 .3707178E+07   1440016E-01 -.6996E+03  .1813E+03   .9998597 -.0153961  .0066059
T  922  2 .3709832E+07   1440014E-01 -.7561E+03 -.2647E+04   .9996169 -.0090995 -.0261410
T  923  2 .3706151E+07   1440011E-01  .3202E+03  .3585E+03   .9999736  .0068647 -.0023698
T  924  2 .3679447E+07   1440015E-01  .1436E+04 -.7293E+03   .9997992  .0197499 -.0033911
T  925  2 .3678376E+07   1440017E-01 -.1171E+04  .2779E+03   .9997973 -.0198343  .0034517
T  926  2 .3651872E+07   1440022E-01 -.4883E+03 -.7257E+03   .9997633 -.0117167 -.0183334
T  927  2 .3648443E+07   1440006E-01 -.3814E+03  .2455E+03   .9999993  .0011504  .0002782
T  928  2 .3707909E+07   1440020E-01 -.4990E+03  .3137E+03   .9999682 -.0077358 -.0019288
T  929  2 .3690383E+07   1440015E-01  .2567E+03 -.6057E+03   .9999936 -.0035897 -.0001065
T  930  2 .3754066E+07   1440014E-01  .1156E+04 -.9697E+03   .9998205  .0123619 -.0143550
T  931  2 .3646711E+07   1440003E-01  .3080E+03 -.1357E+03   .9999569  .0065436 -.0065856
T  932  2 .3676330E+07   1440017E-01 -.1035E+04 -.7646E+03   .9998960 -.0081128 -.0119215
T  933  2 .3727027E+07   1440017E-01  .1274E+04 -.2745E+04   .9993355  .0135816 -.0338245
T  934  2 .3680012E+07   1440017E-01  .1117E+04  .8618E+03   .9999986 -.0006865  .0015359
T  935  2 .3639725E+07   1440001E-01  .1069E+04 -.1053E+03   .9997323  .0151677 -.0174701
T  936  2 .3683186E+07   1440004E-01 -.3971E+03 -.4023E+02   .9999634 -.0085420  .0004212
T  937  2 .3669377E+07   1440021E-01  .2281E+03  .9123E+03   .9998213  .0027494  .0187048
T  938  2 .3663588E+07   1440015E-01  .3170E+03  .7796E+03   .9999721  .0073911  .0010415
T  939  2 .3709033E+07   1440003E-01 -.3585E+03  .9190E+03   .9999116 -.0068357  .0114062
T  940  2 .3698755E+07   1440020E-01 -.5181E+03 -.4903E+03   .9999577 -.0084688 -.0035976
T  941  2 .3664549E+07   1440007E-01  .1672E+03  .5633E+03   .9999542 -.0006521  .0095477
T  942  2 .3619548E+07   1440006E-01  .5912E+03 -.4127E+03   .9999626  .0014775 -.0085267
T  943  2 .3664417E+07   1440022E-01 -.3307E+03  .2536E+03   .9999979 -.0012652 -.0015900
T  944  2 .3647112E+07   1440014E-01  .7634E+03 -.4703E+03   .9999679  .0049546  .0062957
T  945  2 .3683893E+07   1440019E-01  .1559E+04 -.2068E+03   .9998645  .0161935 -.0029623
T  946  2 .3689217E+07   1440007E-01  .6903E+03  .1030E+04   .9996842  .0151126  .0200793
T  947  2 .3693553E+07   1440005E-01 -.7218E+03 -.2407E+03   .9999873 -.0049552  .0009271
T  948  2 .3726899E+07   1440008E-01 -.5151E+03  .7453E+03   .9999013  .0004938  .0140432
T  949  2 .3678194E+07   1440020E-01 -.1318E+04  .1939E+04   .9997454 -.0116459  .0193265
T  950  2 .3700767E+07   1440020E-01  .3793E+03  .1324E+04   .9998168  .0015469  .0190769
T  951  2 .3693541E+07   1440010E-01 -.6744E+03 -.3081E+03   .9999089 -.0129422  .0038399
T  952  2 .3732200E+07   1440009E-01  .9386E+03 -.2772E+03   .9991239  .0392077 -.0146327
T  953  2 .3649667E+07   1440020E-01 -.1450E+03 -.9519E+03   .9999036 -.0116411 -.0075677
T  954  2 .3700099E+07   1440022E-01  .4894E+02  .5567E+03   .9999436 -.0032350  .0101168
T  955  2 .3640754E+07   1440006E-01 -.3014E+03  .3471E+02   .9999749 -.0068875 -.0016502
T  956  2 .3669130E+07   1440013E-01  .5460E+03  .1963E+03   .9999086  .0125344  .0050774
T  957  2 .3700008E+07   1440020E-01  .2115E+03 -.8265E+03   .9998904 -.0015041 -.0147273
T  958  2 .3660967E+07   1440015E-01 -.1143E+03 -.2539E+03   .9998867 -.0017286 -.0149536
T  959  2 .3634675E+07   1440017E-01  .9113E+03 -.4423E+03   .9998160  .0148653 -.0121276
T  960  2 .3679054E+07   1440019E-01  .6451E+03 -.1300E+04   .9996832  .0081599 -.0238102
T  961  2 .3629915E+07   1440007E-01  .6446E+03  .2363E+03   .9998803 -.0147556  .0046447
T  962  2 .3707828E+07   1440015E-01 -.6948E+02  .4319E+03   .9999891 -.0027157  .0038019
T  963  2 .3747219E+07   1440014E-01  .5499E+03 -.8567E+03   .9999892  .0023883 -.0039919
T  964  2 .3657894E+07   1440015E-01  .3442E+03 -.7333E+03   .9999809  .0058295 -.0020380
T  965  2 .3711177E+07   1440020E-01  .3474E+03  .3459E+03   .9999768  .0067654 -.0007844
T  966  2 .3725028E+07   1440018E-01 -.6467E+03  .1665E+03   .9999955 -.0000177  .0030112
T  967  2 .3716888E+07   1440008E-01 -.5481E+03 -.3880E+03   .9999345 -.0049588 -.0103138
T  968  2 .3676576E+07   1440011E-01  .5266E+03  .2373E+03   .9999076  .0084963  .0106149
T  969  2 .3697161E+07   1440008E-01 -.1053E+04  .6462E+03   .9998928 -.0097343  .0109373
T  970  2 .3694362E+07   1440000E-01  .7785E+03 -.5366E+03   .9999651  .0063502 -.0054342
T  971  2 .3677240E+07   1440007E-01  .2342E+04 -.3206E+04   .9973445  .0356081 -.0635298
T  972  2 .3697161E+07   1440001E-01 -.2891E+03  .1016E+04   .9998683 -.0070472  .0146168
T  973  2 .3715248E+07   1440003E-01  .9688E+02 -.7540E+02   .9999943  .0000630 -.0033715
T  974  2 .3667033E+07   1440015E-01 -.4378E+03  .8030E+02   .9999387 -.0098137  .0051322
T  976  2 .3676321E+07   1440017E-01  .5850E+03 -.1318E+04   .9997356  .0137943 -.0183970
T  977  2 .3680935E+07   1440010E-01  .3048E+04  .1397E+03   .9992509  .0386402  .0021199
T  978  2 .3669063E+07   1440018E-01 -.1779E+03  .5025E+03   .9999578 -.0084058 -.0037194
T  979  2 .3681048E+07   1440009E-01  .7426E+03  .7451E+03   .9997374  .0092559  .0209620
T  980  2 .3680965E+07   1440001E-01  .1136E+04 -.3054E+03   .9998770  .0156742 -.0005188
T  981  2 .3670706E+07   1440015E-01 -.6181E+02 -.1468E+04   .9995102 -.0029936 -.0311519
T  982  2 .3653821E+07   1440013E-01 -.8480E+01 -.6401E+03   .9999755 -.0012346 -.0068959
T  983  2 .3638024E+07   1440017E-01 -.1218E+04 -.7751E+02   .9981849 -.0600034 -.0051396
T  984  2 .3731864E+07   1440004E-01  .7885E+03  .4717E+03   .9999348  .0049872  .0102712
T  985  2 .3658267E+07   1440001E-01  .8306E+03 -.5698E+03   .9997910  .0204382  .0004845
T  986  2 .3690998E+07   1440013E-01  .6561E+03 -.1663E+04   .9999103  .0043915 -.0126518
T  987  2 .3662861E+07   1440005E-01  .8913E+03  .6351E+03   .9997884  .0196038  .0062292
T  988  2 .3663863E+07   1440022E-01 -.1535E+03 -.1065E+03   .9999829  .0022010 -.0054100
T  989  2 .3737254E+07   1440009E-01  .2359E+04  .8052E+03   .9997823  .0204984  .0038987
T  990  2 .3679877E+07   1440015E-01 -.7473E+03 -.1100E+03   .9999815 -.0055827 -.0024271
T  991  2 .3659111E+07   1440020E-01 -.6599E+03 -.5407E+03   .9998885 -.0122292 -.0085667
T  992  2 .3724308E+07   1440005E-01  .9235E+03 -.2514E+02   .9999515  .0068655  .0070651
T  993  2 .3683774E+07   1440018E-01  .1090E+04 -.8926E+02   .9996372 -.0117465 -.0242363
T  994  2 .3683908E+07   1440008E-01 -.6179E+03  .1415E+04   .9997990 -.0103032  .0171993
T  995  2 .3686760E+07   1440015E-01  .1033E+04  .1622E+03   .9999749  .0069175 -.0015538
T  996  2 .3666973E+07   1440012E-01  .1213E+04 -.3147E+03   .9999534  .0096436  .0004737
T  997  2 .3666922E+07   1440015E-01  .2248E+02 -.5766E+03   .9999288  .0010860 -.0118855
T  998  2 .3704965E+07   1440017E-01 -.4600E+03  .9823E+02   .9999850 -.0045796 -.0030188
T  999  2 .3684306E+07   1440017E-01  .9906E+02 -.1542E+04   .9999479  .0046433 -.0090959
T 1000  2 .3646384E+07   1440004E-01  .1876E+04  .7622E+03   .9996741  .0251537  .0043525
