============================== SRIM-2008.04 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar+Mylar+Mylar( 10.7 um) ==============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  758  2 .4161105E+07   1080013E-01 -.7271E+03  .2236E+03   .9999951 -.0019759  .0024247
T  759  2 .4182594E+07   1080010E-01  .1807E+03 -.1833E+03   .9999689  .0077783 -.0013293
T  760  2 .4173240E+07   1080020E-01 -.1418E+03 -.9861E+01   .9999237 -.0012982  .0122850
T  761  2 .4165230E+07   1080000E-01  .1122E+04 -.9233E+03   .9997967  .0160707 -.0121741
T  762  2 .4191626E+07   1080006E-01  .3945E+03 -.1159E+02   .9999629  .0081370 -.0028214
T  763  2 .4197406E+07   1080001E-01  .3790E+03  .1221E+04   .9997629  .0086613  .0199775
T  764  2 .4183481E+07   1080010E-01 -.3483E+03 -.4129E+03   .9998736 -.0120362 -.0103854
T  765  2 .4169069E+07   1080010E-01 -.4065E+03  .1635E+04   .9993756 -.0158359  .0315845
T  766  2 .4180752E+07   1080019E-01 -.3217E+03 -.4058E+03   .9999585 -.0034358 -.0084368
T  767  2 .4212113E+07   1080021E-01 -.1556E+03 -.2149E+03   .9999590  .0007155 -.0090280
T  768  2 .4182574E+07   1080000E-01 -.2756E+03 -.6780E+03   .9997679 -.0185475 -.0109636
T  769  2 .4165368E+07   1080022E-01  .1189E+03  .7222E+03   .9999825  .0013869  .0057502
T  770  2 .4165153E+07   1080000E-01 -.3865E+03  .6583E+03   .9977261 -.0620397  .0263393
T  771  2 .4195768E+07   1080018E-01 -.2517E+04  .5181E+03   .9995718 -.0290235  .0037201
T  772  2 .4236828E+07   1080001E-01 -.2961E+03  .1529E+03   .9999923 -.0039111  .0003009
T  773  2 .4208840E+07   1080015E-01  .1889E+03 -.2612E+03   .9999627 -.0086301  .0003420
T  774  2 .4203950E+07   1080003E-01  .4151E+03  .6674E+03   .9998849  .0079603  .0129184
T  775  2 .4223038E+07   1080007E-01 -.2655E+03  .4501E+01   .9999945 -.0006900  .0032422
T  776  2 .4155492E+07   1080021E-01  .1161E+03 -.2366E+03   .9999726  .0062868 -.0039168
T  777  2 .4185911E+07   1080018E-01  .2170E+03  .1221E+02   .9999508  .0035342  .0092702
T  778  2 .4210330E+07   1080000E-01  .3384E+03  .4110E+03   .9999422  .0032918  .0102343
T  779  2 .4135481E+07   1080004E-01 -.1069E+03  .1697E+03   .9999816 -.0058353 -.0016526
T  780  2 .4175807E+07   1080007E-01 -.8173E+02  .2479E+03   .9999937 -.0033758 -.0010554
T  781  2 .4175719E+07   1080014E-01  .9271E+03 -.1972E+02   .9997170  .0225810 -.0074823
T  782  2 .4181552E+07   1080021E-01  .1819E+02 -.4879E+03   .9999758 -.0043926 -.0053892
T  783  2 .4180955E+07   1080012E-01  .9839E+03 -.4383E+03   .9994307  .0334936  .0040622
T  784  2 .4185666E+07   1080016E-01  .4844E+02  .2320E+03   .9999688  .0077145  .0016930
T  785  2 .4180253E+07   1080017E-01  .6940E+03  .3634E+03   .9998952  .0138119  .0043333
T  786  2 .4216380E+07   1080020E-01 -.3226E+02 -.9554E+03   .9997287 -.0045264 -.0228473
T  787  2 .4203444E+07   1080007E-01 -.3008E+02 -.4370E+03   .9998217 -.0043441 -.0183772
T  788  2 .4169435E+07   1080001E-01  .1022E+03  .4052E+03   .9999697  .0040937  .0066155
T  789  2 .4185446E+07   1080011E-01  .3578E+04 -.1252E+04   .9984509  .0538737 -.0139101
T  790  2 .4216386E+07   1080002E-01  .3838E+02  .2336E+02   .9999840  .0002143  .0056452
T  791  2 .4194655E+07   1080014E-01  .7664E+03 -.5467E+03   .9998868  .0126145 -.0082000
T  792  2 .4186170E+07   1080006E-01 -.1981E+04  .8480E+02   .9999711 -.0068351 -.0033274
T  793  2 .4170887E+07   1080000E-01 -.3381E+03 -.1723E+04   .9989425 -.0086088 -.0451636
T  794  2 .4193347E+07   1080011E-01 -.5884E+03  .1375E+03   .9999434 -.0101646  .0031573
T  795  2 .4141655E+07   1080020E-01  .4218E+03  .4679E+03   .9999775  .0046187  .0048595
T  796  2 .4224147E+07   1080013E-01 -.4167E+03  .1674E+03   .9999679 -.0052209  .0060771
T  797  2 .4155638E+07   1080010E-01 -.6254E+02  .5257E+03   .9997169  .0021081  .0236980
T  798  2 .4202770E+07   1080001E-01 -.1746E+03 -.2610E+03   .9999775 -.0054545 -.0039131
T  799  2 .4203374E+07   1080019E-01  .9079E+03  .7675E+02   .9999365  .0086664 -.0072095
T  800  2 .4194632E+07   1080014E-01  .2897E+03 -.3657E+03   .9998929  .0127406 -.0072024
T  801  2 .4173787E+07   1080020E-01  .5657E+03  .5404E+01   .9999813  .0050679  .0034117
T  802  2 .4178631E+07   1080015E-01 -.4002E+03 -.1126E+03   .9999966 -.0018152  .0018638
T  803  2 .4180557E+07   1080019E-01 -.1672E+03  .2646E+03   .9999630 -.0065970  .0055194
T  804  2 .4189259E+07   1080004E-01  .4129E+03  .2396E+03   .9999348  .0094924  .0063431
T  805  2 .4150834E+07   1080021E-01  .1222E+03 -.6955E+03   .9998969  .0061589 -.0129688
T  806  2 .4196301E+07   1080017E-01 -.2158E+04  .7533E+03   .9999233 -.0109934  .0057060
T  807  2 .4178479E+07   1080018E-01  .1618E+03 -.4970E+03   .9999912 -.0040562 -.0010699
T  808  2 .4156512E+07   1080015E-01 -.2734E+03  .4510E+03   .9999869  .0008609  .0050451
T  809  2 .4223193E+07   1080001E-01  .1206E+02 -.4214E+03   .9999750 -.0068306 -.0018074
T  810  2 .4173967E+07   1080002E-01  .3789E+03  .1863E+03   .9998585  .0132297  .0103871
T  811  2 .4215542E+07   1080006E-01 -.3039E+04  .2680E+03   .9981850 -.0595693  .0088488
T  812  2 .4153497E+07   1080013E-01 -.2180E+03 -.2231E+03   .9999792 -.0063606 -.0010520
T  813  2 .4177239E+07   1080020E-01 -.2550E+02 -.1362E+03   .9999985 -.0014871  .0008886
T  814  2 .4189037E+07   1080003E-01 -.4536E+02 -.1878E+03   .9999992 -.0007451 -.0009852
T  815  2 .4178352E+07   1080013E-01  .9233E+03 -.6018E+02   .9995999  .0203778 -.0196177
T  816  2 .4172944E+07   1080015E-01  .4507E+03 -.1141E+04   .9998276  .0127766 -.0134707
T  817  2 .4206815E+07   1080012E-01 -.3612E+03 -.1015E+03   .9998430 -.0070811 -.0162399
T  818  2 .4150978E+07   1080015E-01 -.3386E+03 -.3904E+02   .9999808 -.0058504  .0020633
T  819  2 .4198654E+07   1080008E-01  .1131E+03  .1322E+03   .9999534  .0086341  .0043137
T  820  2 .4147493E+07   1080017E-01  .3027E+03 -.1960E+04   .9994640  .0076227 -.0318363
T  821  2 .4210537E+07   1080020E-01 -.3231E+03 -.4088E+03   .9999648  .0082919 -.0013128
T  822  2 .4197616E+07   1080003E-01  .1576E+03 -.4387E+03   .9998361 -.0002873 -.0181042
T  823  2 .4170718E+07   1080001E-01 -.5757E+02  .2495E+02   .9999589  .0016996  .0089031
T  824  2 .4188142E+07   1080013E-01  .2312E+03 -.9562E+03   .9998046  .0055220 -.0189819
T  825  2 .4167599E+07   1080015E-01 -.8856E+03 -.4383E+03   .9999155 -.0129719 -.0008875
T  826  2 .4156598E+07   1080021E-01  .3245E+03  .4478E+03   .9999480  .0066575  .0077218
T  827  2 .4170854E+07   1080016E-01 -.2024E+03  .4807E+03   .9999251 -.0121884 -.0011164
T  828  2 .4192988E+07   1080019E-01  .1334E+04  .5965E+03   .9998802  .0144325  .0055880
T  829  2 .4199355E+07   1080020E-01  .3396E+03 -.9841E+02   .9999862  .0051689 -.0009075
T  830  2 .4201614E+07   1080012E-01  .1024E+03  .4536E+03   .9999044  .0040483  .0132179
T  831  2 .4178112E+07   1080014E-01  .1836E+03  .2597E+03   .9999928  .0030270  .0022693
T  832  2 .4188720E+07   1080001E-01  .8848E+02 -.2718E+03   .9999941  .0000571 -.0034249
T  833  2 .4228517E+07   1080010E-01 -.2544E+04  .2769E+03   .9995917 -.0285667  .0005808
T  834  2 .4178498E+07   1080003E-01  .6215E+03 -.1534E+03   .9999952 -.0022014 -.0021601
T  835  2 .4197268E+07   1080008E-01 -.4768E+03 -.9168E+03   .9998957 -.0089222 -.0113598
T  836  2 .4190092E+07   1080009E-01  .1231E+03  .3671E+02   .9999704  .0023486 -.0073237
T  837  2 .4226351E+07   1080011E-01  .4657E+02 -.3459E+03   .9999815  .0004667 -.0060578
T  838  2 .4163681E+07   1080021E-01 -.1656E+04  .1731E+04   .9990786 -.0330895  .0273320
T  839  2 .4167291E+07   1080002E-01  .2786E+03  .4748E+03   .9999807 -.0035779  .0050694
T  840  2 .4175226E+07   1080018E-01  .2917E+03 -.4032E+03   .9999500  .0083728 -.0054589
T  841  2 .4175090E+07   1080011E-01  .6476E+03  .8141E+03   .9999083  .0111706  .0076502
T  842  2 .4184527E+07   1080009E-01  .5385E+02  .2926E+03   .9999828 -.0003016  .0058498
T  843  2 .4184233E+07   1080013E-01  .4032E+02 -.4446E+03   .9998657 -.0109072 -.0122311
T  844  2 .4159402E+07   1080002E-01  .8612E+03 -.3378E+03   .9998818  .0119365 -.0096857
T  845  2 .4217849E+07   1080018E-01  .7355E+02 -.1475E+03   .9999845  .0004961 -.0055386
T  846  2 .4222935E+07   1080020E-01  .1639E+03  .1223E+04   .9991059  .0060525  .0418426
T  847  2 .4188374E+07   1080011E-01  .5990E+03  .2397E+03   .9999378  .0110463 -.0015401
T  848  2 .4180573E+07   1080020E-01  .5948E+03  .1947E+02   .9999542  .0094682 -.0013725
T  849  2 .4168418E+07   1080012E-01 -.3654E+03 -.7118E+03   .9998901 -.0033215 -.0144505
T  850  2 .4196529E+07   1080014E-01  .2502E+03 -.6560E+02   .9998117  .0172248 -.0089335
T  851  2 .4210226E+07   1080001E-01 -.7373E+03 -.4698E+03   .9998029 -.0196536  .0028166
T  852  2 .4154647E+07   1080021E-01  .3475E+03 -.5998E+03   .9999325  .0109727 -.0038146
T  853  2 .4196550E+07   1080000E-01 -.2122E+03  .4959E+02   .9999940 -.0012361  .0032440
T  854  2 .4185672E+07   1080004E-01 -.2106E+03  .4738E+02   .9999934 -.0036339  .0000918
T  855  2 .4225719E+07   1080015E-01 -.2084E+02 -.4632E+03   .9999398 -.0071802 -.0082966
T  856  2 .4163769E+07   1080019E-01 -.3881E+03  .5446E+02   .9999510 -.0071365  .0068542
T  857  2 .4179833E+07   1080013E-01 -.6739E+03  .6355E+02   .9999646 -.0074073 -.0039897
T  858  2 .4170445E+07   1080021E-01  .2755E+03  .6719E+03   .9999203  .0107446  .0066233
T  859  2 .4175327E+07   1080020E-01 -.1642E+03 -.1663E+03   .9999837  .0045264 -.0034881
T  860  2 .4179971E+07   1080014E-01  .1159E+03 -.3530E+03   .9999999  .0003322  .0001085
T  861  2 .4185492E+07   1080010E-01 -.2967E+03  .5667E+03   .9999794 -.0028636  .0057442
T  862  2 .4155613E+07   1080018E-01 -.1304E+03 -.1184E+03   .9999877  .0029525 -.0039811
T  863  2 .4181963E+07   1080021E-01  .1675E+03 -.3520E+03   .9999565 -.0049421 -.0079124
T  864  2 .4153542E+07   1080012E-01  .7212E+03 -.4158E+03   .9998968  .0139779 -.0033192
T  865  2 .4204107E+07   1080006E-01 -.3278E+03 -.1374E+02   .9999704 -.0043979 -.0063173
T  866  2 .4206128E+07   1080008E-01 -.1055E+03 -.1101E+04   .9998809 -.0041826 -.0148535
T  867  2 .4230089E+07   1080010E-01  .2016E+03  .1577E+04   .9998515  .0000699  .0172338
T  868  2 .4188952E+07   1080006E-01  .1887E+02  .1557E+02   .9999982  .0014700 -.0011731
T  869  2 .4170448E+07   1080007E-01  .6679E+02  .2817E+03   .9999977  .0016977  .0012804
T  870  2 .4177168E+07   1080012E-01 -.1978E+03  .3639E+03   .9999731  .0052757  .0051054
T  871  2 .4186058E+07   1080020E-01 -.2602E+03 -.5875E+03   .9999814  .0046100 -.0039880
T  872  2 .4177480E+07   1080008E-01 -.3049E+03 -.4107E+03   .9998498 -.0117061 -.0127778
T  873  2 .4217228E+07   1080010E-01 -.1328E+03 -.6351E+03   .9999835  .0019058 -.0054199
T  874  2 .4194861E+07   1080009E-01  .1759E+03 -.4253E+03   .9999561  .0042694 -.0083458
T  875  2 .4183035E+07   1080014E-01  .1318E+04 -.2285E+03   .9998571  .0134432 -.0102468
T  876  2 .4104816E+07   1080001E-01 -.9872E+02 -.2941E+03   .9999824 -.0045269 -.0038374
T  877  2 .4160234E+07   1080017E-01  .2607E+04 -.9151E+03   .9986224  .0472429 -.0228352
T  878  2 .4200757E+07   1080009E-01 -.5865E+03  .1728E+03   .9999196 -.0126746  .0004816
T  879  2 .4146996E+07   1080007E-01 -.1385E+04 -.7808E+03   .9996605 -.0248896 -.0077069
T  880  2 .4169274E+07   1080006E-01 -.6743E+02  .1049E+04   .9998423 -.0052909  .0169513
T  881  2 .4197479E+07   1080009E-01 -.3952E+03  .6363E+02   .9999109 -.0129873 -.0030928
T  882  2 .4186797E+07   1080018E-01 -.2080E+03  .1501E+03   .9999983 -.0017777  .0003978
T  883  2 .4181198E+07   1080013E-01  .4547E+03  .7349E+03   .9993354  .0322081  .0170676
T  884  2 .4198323E+07   1080008E-01  .3903E+03 -.7681E+03   .9999394  .0066115 -.0088079
T  885  2 .4173323E+07   1080013E-01  .8026E+02 -.6103E+03   .9999402  .0064610 -.0088218
T  886  2 .4198132E+07   1080017E-01  .4785E+03  .5986E+03   .9999595  .0057730  .0069099
T  887  2 .4181005E+07   1080014E-01  .1711E+03 -.5131E+03   .9999825  .0035221 -.0047481
T  888  2 .4175669E+07   1080019E-01  .2630E+03 -.1570E+03   .9999758  .0065500  .0023297
T  889  2 .4222016E+07   1080017E-01 -.7126E+03  .5535E+03   .9998882 -.0104994  .0106456
T  890  2 .4196384E+07   1080015E-01  .9706E+02  .7366E+02   .9999870  .0025543  .0044125
T  891  2 .4172967E+07   1080017E-01 -.7365E+02 -.3519E+03   .9999478  .0017812 -.0100621
T  892  2 .4220214E+07   1080010E-01  .1483E+03  .1256E+03   .9999762  .0028260  .0062880
T  893  2 .4172782E+07   1080012E-01  .7764E+03  .6981E+02   .9998806  .0144647  .0054304
T  894  2 .4232870E+07   1080016E-01 -.2305E+02 -.6435E+03   .9999407 -.0013796 -.0108009
T  895  2 .4185364E+07   1080021E-01  .2353E+03 -.9343E+03   .9999348  .0062164 -.0095759
T  896  2 .4180164E+07   1080007E-01  .1772E+02  .3034E+03   .9999890 -.0040326  .0024090
T  897  2 .4187300E+07   1080021E-01 -.3325E+03 -.5696E+02   .9999975 -.0009743 -.0019987
T  898  2 .4199927E+07   1080000E-01  .3357E+03 -.9432E+03   .9998113  .0012764 -.0193844
T  899  2 .4185763E+07   1080013E-01 -.9892E+02 -.2852E+03   .9999572  .0024955 -.0089142
T  900  2 .4193590E+07   1080011E-01 -.1228E+03 -.5650E+03   .9997839 -.0011590 -.0207538
T  901  2 .4181604E+07   1080011E-01 -.2402E+04  .7947E+03   .9994965 -.0281655  .0146117
T  902  2 .4168614E+07   1080000E-01  .3487E+03 -.1947E+03   .9998985  .0141683 -.0014787
T  903  2 .4190644E+07   1080014E-01 -.3480E+02 -.9173E+02   .9999792  .0007712 -.0064070
T  904  2 .4170708E+07   1080010E-01 -.1290E+02 -.1473E+03   .9999827  .0027012 -.0052234
T  905  2 .4212643E+07   1080019E-01 -.1488E+03 -.4259E+03   .9999804 -.0021707 -.0058680
T  906  2 .4160696E+07   1080002E-01 -.1149E+01  .2117E+03   .9999782 -.0003876  .0065966
T  907  2 .4206190E+07   1080014E-01 -.1097E+04  .1811E+04   .9998789 -.0099843  .0119391
T  908  2 .4157842E+07   1080007E-01  .8252E+03 -.5083E+03   .9999509  .0068698 -.0071420
T  909  2 .4220735E+07   1080001E-01  .2909E+03  .3378E+03   .9999347  .0051685  .0101929
T  910  2 .4203612E+07   1080017E-01 -.1562E+04  .5386E+03   .9994831 -.0293889  .0130336
T  911  2 .4173027E+07   1080006E-01  .2133E+04  .5198E+04   .9963362  .0312525  .0796085
T  912  2 .4192708E+07   1080002E-01  .1443E+03  .2975E+02   .9999965  .0016187 -.0021093
T  913  2 .4201325E+07   1080015E-01 -.1812E+03 -.6191E+02   .9999943 -.0009345 -.0032594
T  914  2 .4205793E+07   1080022E-01 -.3076E+03 -.4453E+03   .9999266 -.0028665 -.0117757
T  915  2 .4195878E+07   1080020E-01  .2095E+03 -.4379E+03   .9999708  .0046322 -.0060843
T  916  2 .4193552E+07   1080019E-01  .2886E+03 -.1262E+03   .9999999 -.0000465  .0004248
T  917  2 .4178028E+07   1080017E-01  .1972E+02  .4944E+03   .9999386 -.0020818  .0108880
T  918  2 .4207789E+07   1080021E-01 -.1035E+04 -.2968E+03   .9995077 -.0298696 -.0095968
T  919  2 .4147481E+07   1080006E-01  .3571E+03  .2058E+03   .9999051  .0137554 -.0007158
T  920  2 .4177160E+07   1080021E-01 -.3334E+03 -.6506E+03   .9999205  .0084555 -.0093583
T  921  2 .4170852E+07   1080018E-01 -.4575E+03 -.6464E+03   .9999339 -.0102425 -.0052213
T  922  2 .4154879E+07   1080010E-01  .2395E+03  .1185E+02   .9999895  .0044156  .0011921
T  923  2 .4200061E+07   1080016E-01 -.1434E+03 -.9622E+02   .9999737 -.0050439  .0052189
T  924  2 .4181038E+07   1080014E-01 -.7197E+03 -.3494E+03   .9999518 -.0093085 -.0031084
T  925  2 .4188596E+07   1080022E-01 -.8556E+02 -.4689E+03   .9999888  .0005504 -.0047096
T  926  2 .4177733E+07   1080009E-01  .6931E+02  .5340E+03   .9999677  .0073103  .0033268
T  927  2 .4176184E+07   1080011E-01  .5900E+03 -.2963E+02   .9999883  .0046882  .0011681
T  928  2 .4195862E+07   1080015E-01  .6098E+03  .1193E+04   .9997245  .0099223  .0212704
T  929  2 .4158174E+07   1080009E-01 -.3148E+03 -.3800E+03   .9999690 -.0077612 -.0013000
T  930  2 .4214659E+07   1080007E-01 -.8896E+02  .1367E+03   .9999292 -.0073633 -.0093433
T  931  2 .4219440E+07   1080013E-01 -.2072E+03 -.9918E+02   .9999985 -.0012378  .0011989
T  932  2 .4158279E+07   1080017E-01  .1555E+04 -.4888E+03   .9998002  .0184358 -.0077222
T  933  2 .4197574E+07   1080013E-01  .6867E+02 -.4305E+02   .9999744  .0045362  .0055252
T  934  2 .4155555E+07   1080018E-01  .1619E+03 -.4859E+03   .9999499  .0065436 -.0075813
T  935  2 .4237671E+07   1080007E-01  .9103E+02 -.3621E+03   .9999936 -.0032783 -.0014376
T  936  2 .4171029E+07   1080004E-01 -.5109E+03  .2445E+03   .9999094 -.0117956  .0064815
T  937  2 .4162480E+07   1080004E-01  .4669E+03 -.4377E+03   .9999677  .0058091 -.0055496
T  938  2 .4153370E+07   1080011E-01 -.3924E+03 -.3657E+02   .9999915 -.0041175 -.0002603
T  939  2 .4178371E+07   1080021E-01  .3190E+03 -.4707E+01   .9999527  .0058088 -.0077995
T  940  2 .4171194E+07   1080005E-01 -.1535E+03 -.4630E+03   .9999857 -.0039527 -.0035988
T  941  2 .4171712E+07   1080011E-01 -.1147E+03 -.2078E+03   .9998499  .0066601 -.0159952
T  942  2 .4204673E+07   1080013E-01 -.5647E+03 -.1282E+04   .9997209 -.0082057 -.0221528
T  943  2 .4188626E+07   1080020E-01  .9134E+03 -.4428E+03   .9998173  .0131062 -.0139173
T  944  2 .4188656E+07   1080012E-01 -.5545E+03 -.5544E+02   .9998923 -.0139552 -.0045482
T  945  2 .4194352E+07   1080000E-01  .2361E+03  .2880E+03   .9999854 -.0029659  .0045060
T  946  2 .4163691E+07   1080020E-01 -.2161E+03 -.5501E+02   .9998700  .0047686  .0154051
T  947  2 .4170300E+07   1080015E-01  .3573E+03  .4611E+03   .9999587  .0051436  .0074920
T  948  2 .4210826E+07   1080007E-01 -.1330E+04  .1748E+04   .9994788 -.0212401  .0243088
T  949  2 .4174067E+07   1080007E-01  .4099E+03  .9297E+02   .9999792  .0038404 -.0051792
T  950  2 .4215722E+07   1080008E-01  .4511E+03 -.4474E+03   .9999693  .0040923 -.0066789
T  951  2 .4150045E+07   1080004E-01 -.2069E+03 -.3050E+03   .9999870 -.0046077  .0021943
T  952  2 .4177384E+07   1080014E-01  .2059E+03 -.2263E+03   .9999863  .0036763  .0037195
T  953  2 .4180938E+07   1080009E-01 -.4029E+03  .3718E+03   .9999993  .0008955 -.0008320
T  954  2 .4208083E+07   1080012E-01 -.6840E+02 -.2531E+03   .9999698 -.0008608 -.0077277
T  955  2 .4168261E+07   1080016E-01 -.1596E+02 -.1851E+03   .9999927 -.0034102 -.0017397
T  956  2 .4164731E+07   1080012E-01  .6900E+02  .6207E+03   .9999913 -.0013333  .0039575
T  957  2 .4179077E+07   1080013E-01 -.6917E+03  .1825E+04   .9998336 -.0045961  .0176522
T  958  2 .4151676E+07   1080015E-01  .4158E+03 -.7371E+01   .9999181  .0119094 -.0046958
T  959  2 .4172225E+07   1080008E-01  .7410E+03 -.6661E+02   .9998044  .0197745  .0004085
T  960  2 .4191489E+07   1080013E-01 -.1426E+03  .3409E+03   .9999381  .0092306  .0062129
T  961  2 .4187954E+07   1080001E-01 -.5149E+02 -.6229E+03   .9999127  .0009298 -.0131794
T  962  2 .4143177E+07   1080013E-01  .1588E+04 -.3462E+04   .9951618  .0389105 -.0902162
T  963  2 .4175799E+07   1080018E-01 -.1825E+03  .5605E+03   .9999277  .0019452  .0118643
T  964  2 .4184519E+07   1080008E-01 -.2205E+03  .3304E+03   .9999863 -.0018314  .0049092
T  965  2 .4186330E+07   1080020E-01  .4734E+03 -.1151E+04   .9995184  .0107537 -.0291073
T  966  2 .4186839E+07   1080009E-01  .6474E+03  .7732E+03   .9999072  .0107853  .0083179
T  967  2 .4215765E+07   1080004E-01 -.6799E+03 -.4729E+03   .9999340 -.0109248 -.0035513
T  968  2 .4136415E+07   1080006E-01 -.5383E+04 -.1568E+04   .9971437 -.0714534 -.0244710
T  969  2 .4202211E+07   1080008E-01  .2131E+03 -.4453E+03   .9999305  .0035430 -.0112414
T  970  2 .4188081E+07   1080020E-01 -.2470E+03  .3596E+03   .9999606 -.0083098  .0031356
T  971  2 .4246106E+07   1080013E-01  .3075E+03  .1779E+03   .9999963  .0009631  .0025358
T  972  2 .4144245E+07   1080017E-01  .3785E+03  .8345E+02   .9999955  .0026317 -.0014280
T  973  2 .4176139E+07   1080020E-01  .6331E+02  .2955E+02   .9999689  .0031933  .0072098
T  974  2 .4206194E+07   1080010E-01  .1160E+03 -.5103E+03   .9999702  .0050802 -.0058171
T  975  2 .4174888E+07   1080011E-01  .1790E+03 -.7027E+03   .9997568 -.0139246 -.0171037
T  976  2 .4178998E+07   1080020E-01 -.3783E+03  .9708E+03   .9998014 -.0084041  .0180718
T  977  2 .4188548E+07   1080020E-01  .2319E+03  .1037E+04   .9999907 -.0028257  .0032620
T  978  2 .4200492E+07   1080004E-01 -.7634E+03  .1050E+04   .9997665 -.0200897  .0079615
T  979  2 .4154852E+07   1080007E-01  .3708E+03 -.1727E+03   .9999526  .0087867  .0041911
T  980  2 .4166123E+07   1080012E-01  .5610E+03 -.1477E+03   .9999485  .0101492  .0000363
T  981  2 .4168951E+07   1080013E-01 -.3323E+02  .2732E+03   .9999978 -.0009855  .0018680
T  982  2 .4175681E+07   1080008E-01 -.3414E+03  .4797E+02   .9999966 -.0023444 -.0011811
T  983  2 .4160262E+07   1080015E-01 -.5412E+02 -.7536E+02   .9999995 -.0007534  .0006932
T  984  2 .4184894E+07   1080008E-01 -.6203E+03  .8053E+02   .9999187  .0046165  .0118879
T  985  2 .4201014E+07   1080012E-01 -.4871E+03 -.1072E+02   .9999411 -.0077694 -.0075804
T  986  2 .4180121E+07   1080002E-01 -.5568E+01 -.1249E+02   .9999738  .0071808  .0008905
T  987  2 .4190360E+07   1080017E-01 -.1309E+03  .9915E+02   .9999985 -.0012026  .0012404
T  988  2 .4187743E+07   1080015E-01 -.4506E+03  .6680E+02   .9998945 -.0126362  .0071657
T  989  2 .4193891E+07   1080022E-01  .7291E+02 -.4260E+03   .9999408 -.0017683 -.0107380
T  990  2 .4153587E+07   1080016E-01 -.3801E+03  .3501E+03   .9997762 -.0156717  .0142107
T  991  2 .4198983E+07   1080006E-01 -.5405E+03 -.4573E+03   .9998180 -.0147723 -.0120723
T  992  2 .4191448E+07   1080012E-01  .1128E+03  .4837E+03   .9999112  .0030899  .0129618
T  993  2 .4170110E+07   1080014E-01  .3849E+03  .3116E+03   .9999678  .0069692  .0039737
T  994  2 .4208772E+07   1080010E-01 -.2958E+03  .5806E+03   .9999646  .0014816  .0082844
T  995  2 .4192930E+07   1080007E-01  .6572E+03 -.3325E+03   .9994400  .0243816 -.0229181
T  996  2 .4166164E+07   1080013E-01  .4446E+03 -.5134E+03   .9999240  .0049617 -.0112828
T  997  2 .4206437E+07   1080013E-01  .5893E+02  .5116E+03   .9999903 -.0043943 -.0000834
T  998  2 .4181105E+07   1080017E-01  .3128E+03  .3118E+02   .9999531  .0087063  .0042445
T  999  2 .4146704E+07   1080016E-01  .1892E+03  .2257E+03   .9999307  .0065889  .0097591
T 1000  2 .4189682E+07   1080004E-01 -.4507E+03 -.7483E+03   .9997992 -.0109504 -.0167819
