============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar+Mylar( 7.19 um) ====================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  744  2 .4679374E+07   7200157E-02  .1964E+03 -.1714E+03   .9999561 -.0004287 -.0093644
T  745  2 .4624658E+07   7200058E-02  .2419E+03 -.2274E+03   .9999561  .0061901 -.0070325
T  746  2 .4639878E+07   7200092E-02  .1148E+03 -.1562E+03   .9999571  .0091268 -.0015790
T  747  2 .4649718E+07   7200038E-02  .1789E+03 -.3220E+03   .9999506  .0052732 -.0084243
T  748  2 .4627860E+07   7200098E-02  .3649E+03 -.2683E+03   .9997674  .0209762 -.0050100
T  749  2 .4661062E+07   7200202E-02 -.1394E+03 -.1717E+03   .9997462 -.0163250 -.0155237
T  750  2 .4624947E+07   7200122E-02 -.1633E+03  .2518E+03   .9999657 -.0076892  .0030812
T  751  2 .4660549E+07   7200180E-02  .1847E+03 -.4189E+03   .9999770  .0024651 -.0063206
T  752  2 .4649136E+07   7200097E-02 -.3839E+03  .2046E+03   .9999735 -.0072574  .0004827
T  753  2 .4635571E+07   7200213E-02  .4901E+02 -.2582E+01   .9999977  .0010912  .0018546
T  754  2 .4677945E+07   7200199E-02 -.9469E+01  .3577E+03   .9999737 -.0017879  .0070275
T  755  2 .4632758E+07   7200066E-02  .8317E+02  .1888E+02   .9999849  .0021211  .0050767
T  756  2 .4655687E+07   7200118E-02 -.1053E+03 -.2083E+03   .9999351  .0096441 -.0060602
T  757  2 .4648482E+07   7200062E-02  .1818E+02  .1973E+03   .9999865  .0012842  .0050382
T  758  2 .4631518E+07   7200150E-02 -.2865E+03  .7705E+02   .9999668 -.0065949  .0047914
T  759  2 .4662826E+07   7200169E-02 -.1221E+03  .1149E+03   .9999969 -.0021492 -.0012278
T  760  2 .4651028E+07   7200209E-02 -.1107E+03 -.1056E+03   .9999745 -.0029711 -.0064903
T  761  2 .4621434E+07   7200115E-02  .7180E+02 -.1067E+03   .9999754  .0037717 -.0059153
T  762  2 .4629348E+07   7200168E-02  .1294E+03  .4859E+03   .9999634  .0079924  .0030629
T  763  2 .4638039E+07   7200008E-02 -.2165E+03  .6275E+03   .9999308 -.0046462  .0108041
T  764  2 .4647952E+07   7200155E-02 -.3245E+03  .6019E+03   .9999101 -.0043872  .0126693
T  765  2 .4645730E+07   7200063E-02 -.2965E+03 -.5706E+02   .9999639 -.0078728  .0031883
T  766  2 .4649266E+07   7200092E-02 -.1430E+02  .7137E+02   .9999994 -.0010363 -.0001960
T  767  2 .4661902E+07   7200110E-02 -.4555E+02 -.2460E+03   .9999957  .0004711 -.0028921
T  768  2 .4665143E+07   7200130E-02 -.5378E+02 -.2004E+02   .9999961  .0013016 -.0024599
T  769  2 .4640881E+07   7200003E-02  .1859E+03  .1668E+03   .9999436  .0075646  .0074557
T  770  2 .4628036E+07   7200152E-02 -.1623E+03 -.6934E+02   .9999717 -.0075033  .0006203
T  771  2 .4653380E+07   7200122E-02  .2400E+03  .5605E+03   .9999504  .0058974  .0080230
T  772  2 .4628461E+07   7200218E-02  .1421E+03  .1462E+03   .9999591  .0025439  .0086845
T  773  2 .4664720E+07   7200137E-02 -.4633E+02 -.2408E+03   .9999992 -.0005524 -.0011768
T  774  2 .4646704E+07   7200193E-02  .3641E+03  .4114E+02   .9996362  .0050553  .0264923
T  775  2 .4654153E+07   7200045E-02  .1099E+03  .2238E+02   .9999822  .0047517  .0036097
T  776  2 .4675654E+07   7200159E-02 -.1753E+03  .2395E+03   .9999719 -.0000924  .0074910
T  777  2 .4637738E+07   7200006E-02 -.5753E+02 -.4981E+02   .9999891 -.0044276 -.0014527
T  778  2 .4661420E+07   7200148E-02  .1273E+03 -.2048E+02   .9999652  .0038460 -.0074036
T  779  2 .4637218E+07   7200058E-02  .2956E+03  .3633E+02   .9999571  .0053186  .0075894
T  780  2 .4588963E+07   7200061E-02  .4934E+02 -.6667E+02   .9999991  .0006420  .0012016
T  781  2 .4685765E+07   7200157E-02 -.1273E+03 -.1280E+03   .9999867 -.0000783 -.0051566
T  782  2 .4675698E+07   7200043E-02  .6546E+02  .2078E+03   .9999997 -.0007462 -.0000313
T  783  2 .4614882E+07   7200180E-02 -.2763E+03 -.2064E+03   .9999470 -.0052819 -.0088357
T  784  2 .4656768E+07   7200022E-02  .2032E+03  .2630E+03   .9999946  .0010144  .0031287
T  785  2 .4642344E+07   7200097E-02  .1104E+03  .2501E+03   .9999904  .0034951  .0026254
T  786  2 .4637970E+07   7200173E-02  .2110E+03 -.5986E+03   .9999313  .0030716 -.0113094
T  787  2 .4647568E+07   7200160E-02  .2141E+03  .3585E+03   .9999730  .0030642  .0066849
T  788  2 .4665578E+07   7200023E-02 -.1189E+03 -.1508E+03   .9999777 -.0020634 -.0063476
T  789  2 .4672916E+07   7200108E-02 -.9676E+01 -.1964E+03   .9999921  .0019332 -.0034868
T  790  2 .4646853E+07   7200189E-02  .1819E+03  .4445E+03   .9999873  .0015046  .0048044
T  791  2 .4646046E+07   7200202E-02  .1165E+03  .8994E+02   .9999761  .0069028  .0004750
T  792  2 .4645892E+07   7200021E-02  .3078E+03 -.5779E+03   .9997828  .0127943 -.0164528
T  793  2 .4659156E+07   7200141E-02  .8722E+02 -.1732E+03   .9999594  .0056159 -.0070527
T  794  2 .4664903E+07   7200117E-02  .3604E+01 -.2594E+03   .9999373  .0011203 -.0111437
T  795  2 .4625391E+07   7200205E-02 -.7113E+02 -.1649E+03   .9997453 -.0074265 -.0213116
T  796  2 .4639534E+07   7200004E-02 -.1515E+04 -.8614E+03   .9993983 -.0179754 -.0296624
T  797  2 .4638883E+07   7200009E-02  .1506E+03 -.1562E+03   .9999577  .0045725 -.0079866
T  798  2 .4644266E+07   7200023E-02 -.2894E+03 -.4418E+01   .9999470 -.0093239 -.0043749
T  799  2 .4653317E+07   7200209E-02  .9660E+01  .3632E+03   .9998699  .0046767  .0154345
T  800  2 .4678677E+07   7200202E-02  .1535E+03  .3287E+03   .9999729  .0036929  .0063692
T  801  2 .4668472E+07   7200124E-02 -.2156E+04  .1312E+03   .9994623 -.0327732 -.0010351
T  802  2 .4651138E+07   7200004E-02 -.9383E-01 -.5158E+03   .9999482 -.0014971 -.0100638
T  803  2 .4667756E+07   7200144E-02  .2172E+03  .1688E+03   .9999542  .0095516 -.0005985
T  804  2 .4642492E+07   7200130E-02  .2976E+02 -.2075E+02   .9999615 -.0029440  .0082672
T  805  2 .4630950E+07   7200215E-02  .8774E+03 -.3405E+03   .9999669  .0074269 -.0033093
T  806  2 .4648481E+07   7200167E-02  .9210E+03 -.2109E+03   .9995875  .0284970 -.0035711
T  807  2 .4666423E+07   7200218E-02  .2826E+03  .1128E+02   .9996233  .0271412  .0040723
T  808  2 .4640081E+07   7200126E-02  .4828E+02 -.8846E+02   .9999826  .0047226  .0035478
T  809  2 .4655861E+07   7200183E-02 -.1169E+03 -.1047E+03   .9999811 -.0059878  .0013965
T  810  2 .4626230E+07   7200047E-02 -.1394E+03  .3117E+03   .9999476 -.0064572  .0079384
T  811  2 .4644411E+07   7200094E-02 -.6241E+03 -.1278E+04   .9995570 -.0121824 -.0271533
T  812  2 .4661439E+07   7200201E-02  .1355E+03 -.2027E+02   .9999741  .0059575 -.0040273
T  813  2 .4665927E+07   7200062E-02  .4106E+02  .7597E+02   .9999928  .0037377 -.0006371
T  814  2 .4656157E+07   7200117E-02 -.4242E+03 -.2165E+03   .9999406 -.0080716 -.0073299
T  815  2 .4648932E+07   7200104E-02 -.1185E+03  .6319E+01   .9999994 -.0006550 -.0008783
T  816  2 .4652429E+07   7200165E-02 -.1560E+03  .8071E+02   .9999920 -.0034428  .0020241
T  817  2 .4600254E+07   7200075E-02 -.2652E+03  .4048E+03   .9999257 -.0044676  .0113416
T  818  2 .4614149E+07   7200026E-02  .5500E+03  .5827E+02   .9994866  .0163859  .0275328
T  819  2 .4631808E+07   7200118E-02  .1029E+02  .1208E+03   .9999767  .0018402  .0065766
T  820  2 .4667930E+07   7200096E-02  .2056E+03  .1883E+03   .9999841  .0042727  .0036759
T  821  2 .4633510E+07   7200138E-02  .7190E+02 -.2139E+03   .9999817 -.0016675 -.0058147
T  822  2 .4655800E+07   7200094E-02 -.1670E+03  .3798E+02   .9999675 -.0060184  .0053736
T  823  2 .4648652E+07   7200181E-02 -.5870E+02  .1094E+03   .9999845 -.0052374 -.0019037
T  824  2 .4654898E+07   7200076E-02  .2966E+02  .9983E+02   .9999958 -.0021868 -.0018889
T  825  2 .4627366E+07   7200152E-02 -.1723E+03 -.3073E+02   .9999952 -.0006404 -.0030256
T  826  2 .4622874E+07   7200213E-02 -.5923E+02  .1112E+03   .9999999  .0001837  .0002896
T  827  2 .4615672E+07   7200144E-02  .1100E+03  .1286E+03   .9999796  .0048272  .0041760
T  828  2 .4660577E+07   7200129E-02 -.1239E+03 -.6699E+03   .9998462 -.0074449 -.0158799
T  829  2 .4660271E+07   7200111E-02 -.7659E+02  .2273E+03   .9999810 -.0035317  .0050526
T  830  2 .4660288E+07   7200199E-02 -.1585E+03 -.1636E+03   .9998991 -.0093647 -.0106841
T  831  2 .4631123E+07   7200087E-02 -.2236E+03  .2484E+03   .9999952 -.0028876  .0011066
T  832  2 .4668101E+07   7200056E-02  .5140E+02  .1929E+03   .9999959  .0028036  .0006514
T  833  2 .4651514E+07   7200122E-02  .3877E+02 -.1551E+03   .9999875 -.0016019 -.0047398
T  834  2 .4656470E+07   7200155E-02 -.5662E+02  .1154E+03   .9999660 -.0007157  .0082135
T  835  2 .4647298E+07   7200119E-02 -.1069E+03  .2495E+03   .9999930 -.0036831  .0006685
T  836  2 .4641116E+07   7200062E-02  .2011E+03  .3328E+02   .9999862 -.0036557 -.0037760
T  837  2 .4672246E+07   7200141E-02 -.4727E+03 -.2447E+03   .9999090 -.0075691 -.0111684
T  838  2 .4650781E+07   7200105E-02 -.3441E+03  .1739E+02   .9999457 -.0103384 -.0013413
T  839  2 .4650487E+07   7200171E-02  .5170E+02 -.4512E+02   .9999842  .0056140 -.0001009
T  840  2 .4642379E+07   7200007E-02 -.1249E+02  .1953E+02   .9999993 -.0010207  .0005743
T  841  2 .4619494E+07   7200009E-02  .2089E+01  .1274E+03   .9999925  .0019802  .0033412
T  842  2 .4650478E+07   7200213E-02 -.2324E+03  .9698E+02   .9999800 -.0056373  .0028535
T  843  2 .4651757E+07   7200048E-02 -.6526E+03  .2303E+03   .9997003 -.0239633  .0050142
T  844  2 .4659937E+07   7200160E-02 -.9657E+02 -.2270E+03   .9999565 -.0043479 -.0082550
T  845  2 .4656454E+07   7200170E-02 -.6403E+02 -.2278E+03   .9999978  .0008413 -.0019203
T  846  2 .4656521E+07   7200141E-02 -.7138E+02 -.2026E+03   .9999034 -.0022266 -.0137171
T  847  2 .4677453E+07   7200087E-02 -.4033E+03  .2456E+03   .9999140 -.0100318  .0084445
T  848  2 .4651032E+07   7200198E-02  .1659E+03  .1528E+03   .9999731  .0072645  .0010199
T  849  2 .4615581E+07   7200039E-02 -.7401E+02  .1436E+02   .9999789 -.0064581  .0007351
T  850  2 .4650217E+07   7200010E-02 -.5138E+03 -.3995E+03   .9998572 -.0149857 -.0078075
T  851  2 .4637497E+07   7200141E-02 -.6319E+02 -.1931E+02   .9999739 -.0070229  .0017090
T  852  2 .4615284E+07   7200038E-02 -.1374E+03  .9694E+02   .9999965 -.0026036 -.0004205
T  853  2 .4629827E+07   7200005E-02  .5924E+01  .5702E+02   .9999986  .0011928 -.0011717
T  854  2 .4639679E+07   7200020E-02  .1027E+03  .1124E+02   .9999704  .0022656 -.0073546
T  855  2 .4649879E+07   7200025E-02  .2164E+03  .2147E+03   .9999880  .0043721  .0021993
T  856  2 .4637200E+07   7200159E-02  .2138E+03  .3028E+03   .9994989  .0195316  .0249103
T  857  2 .4642341E+07   7200176E-02 -.1297E+03 -.6516E+02   .9999774 -.0061415 -.0027482
T  858  2 .4624007E+07   7200144E-02 -.4172E+02 -.6440E+02   .9999786 -.0065306 -.0004263
T  859  2 .4643045E+07   7200109E-02  .2339E+03  .1004E+03   .9999750 -.0068395 -.0018012
T  860  2 .4669090E+07   7200010E-02 -.1167E+03  .5144E+02   .9999657 -.0015006  .0081419
T  861  2 .4662006E+07   7200098E-02 -.3346E+02 -.8859E+02   .9999863  .0044534 -.0027405
T  862  2 .4637610E+07   7200014E-02  .3878E+02  .3236E+03   .9999803 -.0030811  .0054720
T  863  2 .4619505E+07   7200193E-02  .2264E+02 -.4442E+03   .9999637  .0011835 -.0084420
T  864  2 .4654731E+07   7200041E-02  .6843E+02 -.9644E+00   .9999823  .0014461 -.0057704
T  865  2 .4664777E+07   7200176E-02 -.2964E+03  .1640E+03   .9999956 -.0026706  .0012774
T  866  2 .4681930E+07   7200015E-02 -.7166E+02 -.1242E+03   .9999822 -.0025428 -.0053928
T  867  2 .4626317E+07   7200139E-02  .1407E+03 -.1732E+03   .9998651  .0091104 -.0136653
T  868  2 .4647877E+07   7200189E-02  .3510E+02 -.9074E+02   .9999805  .0044928 -.0043292
T  869  2 .4643695E+07   7200137E-02  .6358E+03  .2043E+03   .9998855  .0120445  .0091558
T  870  2 .4648900E+07   7200153E-02 -.6968E+02 -.3271E+03   .9987178  .0108294 -.0494525
T  871  2 .4638502E+07   7200207E-02  .7247E+02 -.9247E+02   .9999755  .0033494 -.0061423
T  872  2 .4659321E+07   7200202E-02  .2712E+03 -.1383E+03   .9999575  .0044518 -.0080731
T  873  2 .4654327E+07   7200059E-02  .3652E+02 -.5574E+02   .9999991 -.0008369 -.0010055
T  874  2 .4651115E+07   7200187E-02 -.7454E+03 -.9478E+03   .9998130 -.0096439 -.0167595
T  875  2 .4655246E+07   7200183E-02 -.1188E+03 -.4242E+03   .9999533 -.0051776 -.0081647
T  876  2 .4643914E+07   7200131E-02  .6954E+03 -.3255E+03   .9998901  .0141226 -.0045079
T  877  2 .4643031E+07   7200200E-02  .2781E+03 -.1625E+03   .9999621  .0080304 -.0033562
T  878  2 .4675534E+07   7200200E-02 -.3040E+02 -.2875E+03   .9999045 -.0060312 -.0124333
T  879  2 .4635589E+07   7200002E-02  .1976E+03  .1912E+03   .9999938  .0033753  .0009644
T  880  2 .4669111E+07   7200114E-02 -.3989E+03  .1184E+03   .9999407 -.0100754  .0041375
T  881  2 .4687660E+07   7200139E-02  .1969E+03 -.3354E+03   .9999539  .0077133 -.0057102
T  882  2 .4643774E+07   7200146E-02 -.8212E+02  .1272E+03   .9999925 -.0001541  .0038794
T  883  2 .4670927E+07   7200107E-02  .1660E+03  .8661E+02   .9998994  .0141152 -.0013992
T  884  2 .4631203E+07   7200200E-02  .3829E+03  .1142E+01   .9999456  .0103242 -.0015046
T  885  2 .4665164E+07   7200076E-02 -.2702E+03  .3911E+03   .9999054 -.0043861  .0130367
T  886  2 .4668338E+07   7200012E-02 -.3378E+03  .7603E+03   .9999507 -.0047875  .0087003
T  887  2 .4677043E+07   7200030E-02  .1199E+03  .1572E+03   .9999951  .0006154  .0030756
T  888  2 .4629873E+07   7200066E-02  .1146E+03 -.3310E+03   .9998944  .0066829 -.0129008
T  889  2 .4660355E+07   7200139E-02  .2153E+03 -.2181E+03   .9999908  .0000718 -.0042909
T  890  2 .4660764E+07   7200016E-02  .1370E+03  .6076E+02   .9999995  .0001615  .0009943
T  891  2 .4653021E+07   7200132E-02  .1209E+03  .7008E+01   .9999904  .0005469 -.0043522
T  892  2 .4678439E+07   7200161E-02 -.3031E+03 -.4403E+03   .9999113 -.0051630 -.0122794
T  893  2 .4632678E+07   7200213E-02 -.8393E+02 -.1667E+02   .9999867 -.0005111 -.0051288
T  894  2 .4647136E+07   7200212E-02 -.1988E+03 -.8687E+02   .9999785 -.0055170  .0035303
T  895  2 .4616332E+07   7200195E-02 -.7822E+02 -.1614E+03   .9999832 -.0006579 -.0057601
T  896  2 .4652882E+07   7200208E-02  .1907E+03 -.2899E+03   .9999666  .0041684 -.0070325
T  897  2 .4678384E+07   7200188E-02  .3245E+02  .5527E+02   .9999936 -.0022649  .0027757
T  898  2 .4650602E+07   7200023E-02  .9172E+02 -.1190E+03   .9999908  .0041739 -.0009656
T  899  2 .4661532E+07   7200208E-02 -.3382E+01 -.1054E+03   .9999993 -.0006053 -.0010276
T  900  2 .4687664E+07   7200002E-02  .1906E+03  .1779E+03   .9999668  .0016327  .0079836
T  901  2 .4659038E+07   7200013E-02  .4556E+03  .4230E+02   .9999729  .0066739  .0031154
T  902  2 .4668725E+07   7200113E-02 -.4615E+02  .7197E+02   .9999649 -.0012333  .0082814
T  903  2 .4654776E+07   7200023E-02 -.2100E+03 -.4091E+03   .9999557 -.0046210 -.0082017
T  904  2 .4648613E+07   7200113E-02  .2365E+03  .1855E+03   .9999534  .0081310  .0052053
T  905  2 .4651656E+07   7200141E-02  .1502E+03  .3276E+03   .9999498  .0066844  .0074591
T  906  2 .4633792E+07   7200056E-02  .2851E+03 -.5304E+02   .9998257 -.0174350  .0066702
T  907  2 .4639830E+07   7200127E-02 -.4335E+02 -.3511E+02   .9999992 -.0006039 -.0010685
T  908  2 .4651438E+07   7200206E-02  .2300E+03 -.1606E+03   .9999627  .0040987  .0076002
T  909  2 .4618374E+07   7200138E-02 -.5625E+03  .1138E+03   .9998421 -.0177709  .0000060
T  910  2 .4611119E+07   7200041E-02  .1127E+02 -.7884E+02   .9999953 -.0012322 -.0027993
T  911  2 .4627489E+07   7200035E-02 -.6526E+02  .5104E+03   .9999501 -.0003714  .0099848
T  912  2 .4646660E+07   7200113E-02  .1797E+03 -.2569E+03   .9999905  .0014003 -.0041305
T  913  2 .4643044E+07   7200140E-02 -.1250E+03  .3544E+02   .9999963 -.0026301 -.0006828
T  914  2 .4641086E+07   7200215E-02  .2127E+03  .1293E+03   .9999643  .0084370  .0004308
T  915  2 .4675381E+07   7200132E-02 -.4499E+03 -.4919E+02   .9999447 -.0080900 -.0067157
T  916  2 .4665937E+07   7200164E-02 -.1779E+03 -.2862E+03   .9999723 -.0033581 -.0066351
T  917  2 .4650953E+07   7200136E-02  .2501E+03 -.1792E+03   .9999957  .0006230 -.0028617
T  918  2 .4656603E+07   7200084E-02 -.3459E+03 -.4012E+02   .9999978 -.0013575 -.0016029
T  919  2 .4637108E+07   7200055E-02  .6084E+02 -.5755E+02   .9999964  .0026788 -.0001798
T  920  2 .4645471E+07   7200053E-02 -.2428E+03  .2359E+03   .9999625 -.0085158 -.0015773
T  921  2 .4609499E+07   7200001E-02  .3941E+03 -.5701E+02   .9998913  .0141869 -.0040151
T  922  2 .4657162E+07   7200186E-02 -.3039E+03  .1384E+03   .9998557 -.0088963  .0144701
T  923  2 .4643418E+07   7200143E-02 -.2918E+03 -.1418E+02   .9999904 -.0034887 -.0026379
T  924  2 .4651884E+07   7200188E-02  .2852E+03  .2417E+03   .9999195  .0110012  .0063207
T  925  2 .4637653E+07   7200144E-02  .1334E+03 -.1167E+04   .9995523 -.0040817 -.0296395
T  926  2 .4639499E+07   7200153E-02 -.9817E+02 -.2666E+03   .9999697  .0055629 -.0054425
T  927  2 .4625344E+07   7200214E-02  .7540E+02 -.1176E+03   .9999606  .0002641 -.0088708
T  928  2 .4622411E+07   7200135E-02  .2411E+03  .2950E+03   .9999670  .0023974  .0077586
T  929  2 .4650030E+07   7200007E-02  .4989E+02  .4366E+02   .9999931  .0007269 -.0036365
T  930  2 .4619962E+07   7200056E-02 -.6587E+02 -.1658E+03   .9999727  .0002419 -.0073895
T  931  2 .4614286E+07   7200160E-02 -.2463E+02 -.2061E+03   .9999790 -.0048373 -.0043213
T  932  2 .4613302E+07   7200040E-02 -.2183E+03  .3027E+03   .9999528  .0084378  .0048106
T  933  2 .4651648E+07   7200141E-02  .1127E+03  .1041E+03   .9999668  .0068712  .0043693
T  934  2 .4662643E+07   7200186E-02 -.5010E+03  .3304E+02   .9999077 -.0133455 -.0025668
T  935  2 .4647543E+07   7200074E-02  .3827E+02 -.1106E+03   .9999745 -.0003349 -.0071405
T  936  2 .4667847E+07   7200116E-02  .2564E+03 -.2561E+02   .9999940  .0033949 -.0007159
T  937  2 .4647822E+07   7200081E-02 -.1880E+04 -.1476E+04   .9992571 -.0296137 -.0246614
T  938  2 .4641720E+07   7200022E-02  .6864E+02 -.2586E+03   .9999909 -.0001627 -.0042660
T  939  2 .4666657E+07   7200168E-02  .8533E+02 -.6649E+01   .9999914  .0031727  .0026842
T  940  2 .4628985E+07   7200152E-02 -.1362E+03 -.1961E+03   .9999597 -.0089600  .0005562
T  941  2 .4632387E+07   7200118E-02 -.3949E+02 -.4961E+02   .9999936 -.0027279 -.0022972
T  942  2 .4622933E+07   7200208E-02 -.7594E+02 -.8803E+02   .9999988  .0002641  .0015464
T  943  2 .4651954E+07   7200166E-02 -.3429E+03 -.2669E+03   .9999269 -.0107445 -.0055428
T  944  2 .4670951E+07   7200005E-02 -.9033E+01  .3346E+03   .9999638 -.0002595  .0085007
T  945  2 .4648398E+07   7200159E-02 -.9575E+01 -.1081E+03   .9999635  .0029898 -.0080002
T  946  2 .4656849E+07   7200012E-02 -.1434E+03 -.8421E+02   .9999655 -.0053458 -.0063500
T  947  2 .4635186E+07   7200082E-02 -.1849E+03 -.9953E+02   .9999747 -.0066022 -.0026454
T  948  2 .4636288E+07   7200176E-02  .2555E+03  .6844E+03   .9998503  .0067904  .0159142
T  949  2 .4643740E+07   7200168E-02 -.8244E+02  .1801E+03   .9999878 -.0003315  .0049333
T  950  2 .4635485E+07   7200087E-02  .2549E+02  .7872E+02   .9999957  .0024655  .0016152
T  951  2 .4626985E+07   7200137E-02 -.5588E+03 -.5209E+03   .9998356 -.0163576 -.0078276
T  952  2 .4632893E+07   7200201E-02 -.2517E+03 -.1612E+02   .9999872 -.0031452  .0039570
T  953  2 .4634661E+07   7200203E-02  .5009E+03 -.2639E+03   .9996988  .0244663 -.0019346
T  954  2 .4662073E+07   7200113E-02 -.2928E+03 -.1807E+03   .9999674 -.0061575  .0052184
T  955  2 .4625226E+07   7200146E-02  .2144E+03 -.1401E+03   .9999472  .0099011 -.0027429
T  956  2 .4642740E+07   7200050E-02 -.2760E+02 -.5467E+02   .9999840 -.0019255 -.0053189
T  957  2 .4627098E+07   7200049E-02  .1073E+03  .6732E+02   .9999936  .0008018 -.0034737
T  958  2 .4653165E+07   7200160E-02 -.7440E+02  .1859E+03   .9999682 -.0055396 -.0057362
T  959  2 .4603535E+07   7200112E-02  .8178E+03 -.1872E+03   .9994377  .0332016 -.0046840
T  960  2 .4659818E+07   7200205E-02 -.2104E+03  .1508E+03   .9999391 -.0047857  .0099491
T  961  2 .4640828E+07   7200187E-02 -.7214E+02 -.3314E+03   .9999489 -.0047641 -.0089153
T  962  2 .4640799E+07   7200054E-02  .1930E+03  .1479E+03   .9999917  .0031918  .0025383
T  963  2 .4687914E+07   7200012E-02  .9182E+02  .5188E+02   .9999967  .0022802  .0011835
T  964  2 .4662641E+07   7200057E-02 -.2407E+02  .6652E+02   .9999857 -.0019812  .0049683
T  965  2 .4658706E+07   7200140E-02  .7441E+02  .3316E+03   .9999772  .0015524  .0065726
T  966  2 .4620231E+07   7200045E-02 -.1035E+04 -.6298E+03   .9989464 -.0349441 -.0297479
T  967  2 .4655642E+07   7200114E-02 -.1597E+04 -.2873E+04   .9983021 -.0322186 -.0485275
T  968  2 .4643461E+07   7200008E-02 -.2381E+03 -.1605E+03   .9999666 -.0062703 -.0052368
T  969  2 .4645877E+07   7200018E-02  .3032E+03  .4112E+03   .9998162  .0099525  .0163842
T  970  2 .4668885E+07   7200186E-02 -.3676E+02  .6739E+02   .9999991 -.0002439 -.0012972
T  971  2 .4650033E+07   7200003E-02  .1812E+03 -.2507E+03   .9999607  .0018766 -.0086608
T  972  2 .4615141E+07   7200175E-02  .2825E+03  .7915E+02   .9999429  .0106794  .0004909
T  973  2 .4616476E+07   7200154E-02 -.9637E+02  .2989E+03   .9999884 -.0029239  .0038195
T  974  2 .4619607E+07   7200146E-02 -.9910E+02  .1255E+03   .9999912 -.0004283  .0041811
T  975  2 .4640894E+07   7200159E-02 -.5984E+02 -.1074E+03   .9999663 -.0031029 -.0075951
T  976  2 .4654410E+07   7200210E-02 -.1758E+03  .6194E+03   .9999422  .0013633  .0106670
T  977  2 .4629224E+07   7200209E-02 -.3076E+03  .1071E+03   .9999518 -.0094369 -.0027267
T  978  2 .4643514E+07   7200167E-02  .3093E+02  .2270E+03   .9999209 -.0039542  .0119427
T  979  2 .4622572E+07   7200081E-02 -.4195E+03  .9229E+02   .9999823 -.0056378  .0019072
T  980  2 .4633122E+07   7200104E-02 -.1127E+02  .1477E+03   .9999633 -.0084548  .0013923
T  981  2 .4671080E+07   7200004E-02  .4022E+03  .3374E+03   .9999875  .0044538  .0022921
T  982  2 .4636996E+07   7200207E-02  .2738E+03  .3379E+03   .9999599 -.0008592  .0089170
T  983  2 .4663317E+07   7200181E-02  .3035E+03 -.6736E+03   .9998234  .0067542 -.0175387
T  984  2 .4648248E+07   7200013E-02  .1142E+03  .8953E+01   .9999949  .0029401  .0012564
T  985  2 .4678186E+07   7200211E-02 -.2039E+03  .1397E+01   .9999961 -.0018500  .0020897
T  986  2 .4652873E+07   7200095E-02 -.5073E+02  .1029E+03   .9999919 -.0028050 -.0028747
T  987  2 .4634717E+07   7200211E-02 -.3312E+03 -.9410E+03   .9993760 -.0088674 -.0341911
T  988  2 .4660101E+07   7200125E-02 -.2175E+02  .3203E+03   .9999622  .0045699  .0073983
T  989  2 .4666067E+07   7200104E-02 -.1254E+02 -.4095E+02   .9999825 -.0032433  .0049452
T  990  2 .4638388E+07   7200031E-02 -.4961E+03 -.4617E+03   .9999226 -.0058501 -.0109810
T  991  2 .4651882E+07   7200200E-02  .3026E+02  .1255E+03   .9999780  .0041532  .0051631
T  992  2 .4631172E+07   7200179E-02  .5974E+03  .4794E+03   .9998948  .0030019  .0141910
T  993  2 .4642274E+07   7200132E-02  .4311E+03 -.5763E+02   .9999260  .0104603 -.0062183
T  994  2 .4647737E+07   7200120E-02  .9632E+02  .2895E+02   .9999779  .0028623  .0059963
T  995  2 .4654963E+07   7200165E-02 -.2603E+02  .6224E+02   .9999943 -.0002838  .0033734
T  996  2 .4653534E+07   7200118E-02  .2827E+02 -.1492E+02   .9999962  .0022051 -.0016714
T  997  2 .4670248E+07   7200163E-02 -.2658E+03 -.1286E+03   .9999511 -.0089560 -.0041900
T  998  2 .4643285E+07   7200144E-02  .3856E+03 -.4010E+03   .9999290  .0095485 -.0071286
T  999  2 .4650787E+07   7200007E-02  .1398E+03 -.3234E+03   .9999593  .0085552 -.0028715
T 1000  2 .4631417E+07   7200210E-02 -.3341E+02  .3972E+03   .9999689 -.0026770  .0074237
