============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar+Mylar+Mylar+Mylar+( 17.9 um) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  760  2 .3135365E+07   1800014E-01 -.6883E+03  .1350E+04   .9998086 -.0061504  .0185749
T  761  2 .3170168E+07   1800013E-01  .1451E+04  .1905E+04   .9997946  .0177517  .0097797
T  762  2 .3106970E+07   1800017E-01 -.6834E+03  .3109E+03   .9998948 -.0117334 -.0085321
T  763  2 .3170772E+07   1800016E-01  .1561E+04  .5538E+03   .9997029  .0155877  .0187375
T  764  2 .3198813E+07   1800017E-01  .2396E+03  .1536E+03   .9999933 -.0000056 -.0036515
T  765  2 .3122320E+07   1800020E-01 -.9980E+03 -.1513E+04   .9997414 -.0191652 -.0122411
T  766  2 .3154928E+07   1800005E-01  .2746E+03 -.6249E+03   .9997152  .0175695 -.0161503
T  767  2 .3152119E+07   1800020E-01  .8641E+03  .5283E+03   .9993341  .0361615  .0048599
T  768  2 .3145707E+07   1800010E-01  .1208E+04 -.2076E+04   .9999014  .0067668 -.0123066
T  769  2 .3172235E+07   1800008E-01 -.7113E+03 -.2144E+04   .9994653 -.0149607 -.0290737
T  770  2 .3176806E+07   1800018E-01 -.1059E+03  .1226E+02   .9999239 -.0074969  .0097997
T  771  2 .3156056E+07   1800014E-01 -.3517E+03 -.8948E+03   .9999970  .0022798  .0008721
T  772  2 .3190819E+07   1800000E-01 -.1818E+04  .1517E+04   .9998922 -.0127799  .0072305
T  773  2 .3152990E+07   1800021E-01  .7535E+03  .1249E+03   .9996483  .0258829  .0057800
T  774  2 .3106144E+07   1800018E-01 -.1598E+04 -.1038E+04   .9999312 -.0113563  .0029515
T  775  2 .3177815E+07   1800018E-01  .1124E+04 -.5260E+03   .9999940  .0023778  .0025231
T  776  2 .3160254E+07   1800003E-01 -.6658E+03  .7353E+03   .9993759 -.0183210  .0302029
T  777  2 .3127934E+07   1800020E-01 -.5606E+03  .7981E+02   .9999005  .0140998  .0004470
T  778  2 .3132639E+07   1800019E-01  .3002E+03 -.1863E+04   .9999219  .0072228 -.0101945
T  779  2 .3098778E+07   1800008E-01  .1473E+04 -.5182E+03   .9990278  .0439336  .0036480
T  780  2 .3081821E+07   1800017E-01  .5223E+03  .4084E+04   .9986606  .0154399  .0493820
T  781  2 .3106390E+07   1800021E-01  .9004E+03 -.1390E+04   .9998534  .0169514 -.0024111
T  782  2 .3105938E+07   1800002E-01 -.8497E+03 -.1342E+04   .9996574 -.0203168 -.0165048
T  783  2 .3176356E+07   1800021E-01 -.2032E+03  .2048E+03   .9999798 -.0021406  .0059837
T  784  2 .3124543E+07   1800011E-01  .9517E+03 -.7224E+03   .9996733  .0253280 -.0034365
T  785  2 .3118168E+07   1800008E-01 -.3169E+02 -.3050E+03   .9999613  .0043360  .0076488
T  786  2 .3079548E+07   1800018E-01  .1582E+04 -.3242E+03   .9998205  .0176020  .0070050
T  787  2 .3152917E+07   1800022E-01 -.5665E+03 -.1310E+04   .9996280 -.0089736 -.0257557
T  788  2 .3136772E+07   1800009E-01 -.7232E+03  .5255E+03   .9998755 -.0070011  .0141384
T  789  2 .3182471E+07   1800010E-01  .4136E+04  .5553E+03   .9984756  .0549898  .0047604
T  790  2 .3095031E+07   1800009E-01  .2208E+03  .9630E+02   .9999782  .0015913 -.0064042
T  791  2 .3201039E+07   1800006E-01  .2718E+04  .6167E+04   .9994874  .0112911  .0299561
T  792  2 .3155699E+07   1800021E-01  .6783E+03  .1177E+04   .9993039  .0072428  .0365968
T  793  2 .3147514E+07   1800015E-01  .4889E+04 -.3155E+04   .9995345  .0261269 -.0157520
T  794  2 .3198560E+07   1800020E-01  .1046E+04 -.7022E+03   .9999931  .0029109 -.0023117
T  795  2 .3122197E+07   1800002E-01  .5380E+03  .8663E+02   .9999266  .0105948  .0058692
T  796  2 .3156904E+07   1800014E-01  .1823E+03  .1020E+04   .9994570 -.0162080  .0286874
T  797  2 .3096298E+07   1800016E-01 -.4419E+03 -.1743E+04   .9998011 -.0041266 -.0195145
T  798  2 .3146881E+07   1800000E-01 -.8495E+03  .1378E+03   .9998875  .0066291 -.0134558
T  799  2 .3145578E+07   1800008E-01  .3115E+03  .1266E+04   .9999687  .0016218 -.0077391
T  800  2 .3142700E+07   1800014E-01 -.4180E+02 -.9263E+03   .9999817 -.0052213 -.0030710
T  801  2 .3139969E+07   1800017E-01  .1094E+04  .2440E+03   .9999469  .0100858  .0021172
T  802  2 .3123372E+07   1800016E-01  .5093E+03 -.5815E+03   .9998357 -.0015587  .0180575
T  803  2 .3146876E+07   1800017E-01  .1247E+04  .6136E+03   .9999580  .0087205  .0028089
T  804  2 .3116223E+07   1800004E-01  .3983E+03 -.6593E+02   .9999923 -.0007812 -.0038355
T  805  2 .3126547E+07   1800010E-01  .1065E+04  .1998E+03   .9999118  .0118717  .0059558
T  806  2 .3116988E+07   1800001E-01 -.2868E+03  .6524E+03   .9998679 -.0130952  .0096244
T  807  2 .3146680E+07   1800018E-01  .3815E+03 -.9951E+03   .9990581  .0395615  .0178282
T  808  2 .3181206E+07   1800005E-01  .1270E+04  .3746E+03   .9998577  .0141901  .0091275
T  809  2 .3111179E+07   1800014E-01 -.3229E+03 -.3837E+03   .9999478 -.0044954  .0091733
T  810  2 .3122955E+07   1800003E-01 -.7239E+03  .8453E+03   .9991143  .0205740  .0367048
T  811  2 .3056293E+07   1800001E-01 -.2163E+03 -.3460E+03   .9998843 -.0125303 -.0086237
T  812  2 .3104908E+07   1800017E-01  .1093E+04  .1913E+02   .9997577  .0164692  .0146033
T  813  2 .3124127E+07   1800001E-01  .2316E+03 -.2930E+03   .9996436 -.0217335  .0155037
T  814  2 .3190606E+07   1800009E-01  .1363E+04 -.1600E+04   .9994870  .0201922 -.0248587
T  815  2 .3118119E+07   1800003E-01  .3555E+03  .6714E+03   .9999768  .0040925  .0054522
T  816  2 .3152205E+07   1800002E-01  .1740E+02 -.2470E+03   .9999588  .0008769 -.0090376
T  817  2 .3169105E+07   1800016E-01 -.2179E+04 -.6267E+03   .9995822 -.0271188 -.0099967
T  818  2 .3144721E+07   1800021E-01 -.3242E+03  .1187E+04   .9999155 -.0015695  .0129041
T  819  2 .3198468E+07   1800015E-01  .2332E+03 -.8085E+03   .9996465  .0209742 -.0163361
T  820  2 .3156721E+07   1800020E-01 -.9780E+03  .1231E+04   .9998583 -.0087021  .0144123
T  821  2 .3102412E+07   1800001E-01  .9166E+02  .2018E+01   .9999816  .0058552  .0016118
T  822  2 .3134531E+07   1800005E-01  .1811E+03 -.5453E+03   .9999571  .0078608 -.0049066
T  823  2 .3092642E+07   1800015E-01 -.9779E+03 -.2758E+04   .9990451 -.0163324 -.0405235
T  824  2 .3100166E+07   1800019E-01  .2394E+03  .2164E+03   .9999436  .0095831  .0045689
T  825  2 .3050524E+07   1800010E-01  .6315E+03  .7361E+02   .9994609  .0285536 -.0162080
T  826  2 .3142893E+07   1800002E-01  .7607E+03 -.2944E+04   .9996950  .0015549 -.0246457
T  827  2 .3129217E+07   1800012E-01 -.1497E+04  .2837E+04   .9968711 -.0473376  .0633020
T  828  2 .3108804E+07   1800020E-01 -.4642E+03 -.1618E+04   .9998988 -.0021385 -.0140620
T  829  2 .3133313E+07   1800022E-01  .1086E+04 -.1873E+03   .9999763 -.0059190 -.0035211
T  830  2 .3035898E+07   1800016E-01  .4092E+04 -.6798E+03   .9994079  .0337005  .0069398
T  831  2 .3184528E+07   1800018E-01  .5597E+02  .4753E+03   .9999438 -.0103148 -.0024325
T  832  2 .3095135E+07   1800016E-01 -.2212E+04  .1748E+03   .9998436 -.0066490  .0163904
T  833  2 .3160196E+07   1800008E-01 -.1533E+04 -.3135E+03   .9999458 -.0101870 -.0021477
T  834  2 .3087429E+07   1800021E-01  .1277E+04  .3186E+03   .9999383  .0109885  .0016249
T  835  2 .3125235E+07   1800018E-01 -.5929E+03 -.3280E+02   .9999726 -.0061929 -.0040517
T  836  2 .3113179E+07   1800012E-01 -.3382E+03  .4054E+03   .9998793 -.0003074  .0155346
T  837  2 .3128001E+07   1800006E-01  .2412E+03 -.2808E+03   .9999814 -.0012203 -.0059751
T  838  2 .3115885E+07   1800007E-01  .1027E+04 -.2243E+03   .9999681  .0074818 -.0027898
T  839  2 .3148114E+07   1800015E-01 -.1046E+04 -.1374E+04   .9999976 -.0003423 -.0021583
T  840  2 .3066974E+07   1800016E-01  .1959E+04 -.8950E+03   .9988350  .0440545  .0196961
T  841  2 .3102648E+07   1800015E-01  .7786E+03 -.1102E+04   .9997361  .0117059 -.0197667
T  842  2 .3132868E+07   1800008E-01 -.8614E+03  .1034E+04   .9999676  .0004842  .0080377
T  843  2 .3149271E+07   1800019E-01  .5035E+01  .1103E+03   .9999720  .0072396 -.0018776
T  844  2 .3130913E+07   1800015E-01 -.2912E+02 -.5474E+03   .9999525  .0097504 -.0000177
T  845  2 .3055229E+07   1800012E-01  .5959E+03  .9947E+03   .9999625  .0075728  .0042007
T  846  2 .3119066E+07   1800013E-01 -.1065E+04  .9044E+03   .9998176 -.0187790  .0034794
T  847  2 .3104624E+07   1800012E-01 -.1834E+04  .1880E+04   .9998424 -.0130386  .0120450
T  848  2 .3044685E+07   1800013E-01  .1173E+04  .8499E+03   .9999638  .0064440  .0055551
T  849  2 .3167378E+07   1800020E-01 -.6975E+03  .4180E+03   .9999622 -.0060337 -.0062603
T  850  2 .3114385E+07   1800011E-01  .4558E+02 -.4900E+03   .9998510 -.0121785 -.0122316
T  851  2 .3115639E+07   1800004E-01  .1181E+04  .1391E+04   .9996981  .0145284  .0198152
T  852  2 .3136822E+07   1800005E-01 -.2878E+04 -.1919E+04   .9992678 -.0244696 -.0294116
T  853  2 .3075235E+07   1800008E-01  .1343E+04  .1940E+03   .9999502  .0095736 -.0028055
T  854  2 .3077874E+07   1800000E-01  .3865E+03  .2268E+04   .9998308  .0008126  .0183783
T  855  2 .3124369E+07   1800017E-01 -.1632E+03  .7940E+03   .9998791 -.0145020  .0056156
T  856  2 .3091957E+07   1800016E-01  .4495E+03  .2258E+04   .9993928  .0078257  .0339534
T  857  2 .3149513E+07   1800001E-01  .1042E+05  .5045E+04   .9974715  .0671228  .0233496
T  858  2 .3129770E+07   1800013E-01  .1492E+04  .1882E+03   .9999403  .0092392  .0058307
T  859  2 .3158677E+07   1800007E-01 -.5462E+03 -.1459E+04   .9997660 -.0016377 -.0215712
T  860  2 .3122828E+07   1800018E-01  .1028E+04  .8229E+03   .9999176  .0100093  .0080371
T  861  2 .3039651E+07   1800014E-01  .1468E+04  .5270E+03   .9999485  .0091776  .0043375
T  862  2 .3177444E+07   1800007E-01 -.1201E+03 -.2731E+04   .9996719  .0039383 -.0253096
T  863  2 .3132069E+07   1800019E-01 -.2510E+03 -.1857E+04   .9998980  .0052857 -.0132722
T  864  2 .3155672E+07   1800004E-01  .1556E+04 -.7079E+03   .9999037  .0119275  .0070935
T  865  2 .3179324E+07   1800016E-01  .2957E+04 -.6478E+03   .9997885  .0189299 -.0080382
T  866  2 .3128549E+07   1800017E-01  .3548E+03  .1133E+04   .9997461  .0225284 -.0004590
T  867  2 .3176243E+07   1800019E-01 -.1363E+04  .1042E+04   .9999782 -.0059363  .0028982
T  868  2 .3164602E+07   1800018E-01  .6513E+03 -.6912E+03   .9999020 -.0008626 -.0139722
T  869  2 .3167394E+07   1800015E-01 -.1269E+03 -.5783E+03   .9996839 -.0078958 -.0238701
T  870  2 .3114922E+07   1800014E-01 -.1342E+04 -.1715E+03   .9999703 -.0072982 -.0024831
T  871  2 .3147915E+07   1800020E-01 -.8135E+03  .1304E+04   .9999170 -.0030412  .0125169
T  872  2 .3138092E+07   1800018E-01  .3703E+03  .2417E+03   .9999853  .0054036 -.0004040
T  873  2 .3126229E+07   1800021E-01  .9065E+03 -.9111E+03   .9999802  .0057771 -.0024989
T  874  2 .3142310E+07   1800021E-01  .4735E+03  .4646E+03   .9999992  .0008509 -.0009072
T  875  2 .3088465E+07   1800012E-01  .4836E+03 -.2738E+04   .9995300  .0132187 -.0276604
T  876  2 .3130217E+07   1800002E-01 -.1308E+04 -.1757E+04   .9997754 -.0131022 -.0166557
T  877  2 .3115021E+07   1800000E-01  .7160E+03 -.2382E+03   .9997412 -.0151218 -.0169965
T  878  2 .3134985E+07   1800016E-01  .2092E+03 -.5757E+03   .9998970  .0024235 -.0141429
T  879  2 .3091306E+07   1800002E-01 -.1538E+04  .1534E+03   .9999536 -.0089665  .0035203
T  880  2 .3145378E+07   1800003E-01  .8876E+03 -.1894E+04   .9995593  .0225778 -.0192709
T  881  2 .3086590E+07   1800015E-01 -.7492E+03  .8676E+03   .9999640 -.0056588  .0063170
T  882  2 .3146852E+07   1800021E-01  .1144E+04 -.1014E+04   .9997533  .0194111 -.0107979
T  883  2 .3134263E+07   1800002E-01 -.1539E+04  .6732E+03   .9997657 -.0193676  .0096711
T  884  2 .3139045E+07   1800016E-01 -.6286E+03  .3340E+03   .9999934  .0034272 -.0012219
T  885  2 .3191418E+07   1800012E-01 -.8898E+03  .5453E+03   .9999113 -.0132426  .0014306
T  886  2 .3091562E+07   1800010E-01 -.8325E+03 -.9111E+03   .9998959 -.0108536 -.0095125
T  887  2 .3183166E+07   1800015E-01  .1213E+04  .1924E+03   .9997592  .0211223  .0059425
T  888  2 .3124341E+07   1800005E-01  .1015E+04  .1074E+04   .9999231  .0050621  .0113241
T  889  2 .3189310E+07   1800017E-01  .9723E+03  .3469E+04   .9993599 -.0030222  .0356449
T  890  2 .3140133E+07   1800014E-01  .3072E+03  .8458E+03   .9999893 -.0037266  .0027234
T  891  2 .3054460E+07   1800021E-01  .1629E+04  .2092E+04   .9951625  .0965821 -.0179854
T  892  2 .3098887E+07   1800002E-01 -.1118E+04  .2342E+04   .9996233 -.0147718  .0231323
T  893  2 .3117922E+07   1800017E-01  .2232E+04 -.1209E+04   .9980603  .0493088 -.0380043
T  894  2 .3100026E+07   1800008E-01  .5806E+02 -.1399E+04   .9998650  .0068371 -.0149401
T  895  2 .3148673E+07   1800013E-01 -.9643E+03  .4031E+03   .9999555 -.0045344  .0082695
T  896  2 .3129796E+07   1800021E-01  .9551E+03 -.8712E+03   .9999259  .0058235 -.0106863
T  897  2 .3164043E+07   1800001E-01  .1568E+04 -.1567E+04   .9998782  .0099442 -.0120301
T  898  2 .3113761E+07   1800018E-01 -.1332E+04 -.9037E+02   .9997403 -.0213047  .0080939
T  899  2 .3146516E+07   1800013E-01  .3398E+03  .8566E+03   .9999511 -.0094134  .0030245
T  900  2 .3174487E+07   1800018E-01  .4027E+04  .8658E+03   .9996224  .0264665  .0073928
T  901  2 .3176493E+07   1800011E-01 -.1504E+03 -.4063E+03   .9998860 -.0146786 -.0035514
T  902  2 .3035817E+07   1800012E-01  .1330E+04 -.2403E+04   .9996855  .0152715 -.0198923
T  903  2 .3123557E+07   1800011E-01 -.3197E+03  .1482E+03   .9998912 -.0136704  .0055443
T  904  2 .3116783E+07   1800001E-01  .6993E+03 -.3181E+03   .9998596  .0096525 -.0136955
T  905  2 .3161712E+07   1800015E-01 -.2444E+04  .3618E+02   .9995424 -.0295107  .0066421
T  906  2 .3187395E+07   1800020E-01  .7411E+02  .1336E+04   .9998410  .0120387  .0131509
T  907  2 .3079332E+07   1800014E-01  .2736E+03 -.3636E+02   .9999520  .0067776  .0070715
T  908  2 .3174198E+07   1800012E-01 -.2170E+03  .1483E+04   .9999818 -.0041115  .0044223
T  909  2 .3118772E+07   1800020E-01  .1426E+04  .1788E+04   .9996912  .0129383  .0212133
T  910  2 .3169051E+07   1800015E-01 -.1723E+04  .2078E+04   .9995811 -.0264436  .0117586
T  911  2 .3129269E+07   1800012E-01  .1320E+04 -.2499E+03   .9999847  .0036659  .0041440
T  912  2 .3154202E+07   1800016E-01 -.1083E+04 -.3486E+03   .9999363 -.0079343 -.0080293
T  913  2 .3189343E+07   1800011E-01 -.1980E+03  .2684E+04   .9991164  .0002946  .0420278
T  914  2 .3124057E+07   1800017E-01  .7650E+03  .7523E+02   .9999616  .0066065 -.0057623
T  915  2 .3158411E+07   1800007E-01 -.3689E+04 -.2217E+04   .9996245 -.0237504 -.0136644
T  916  2 .3153713E+07   1800005E-01  .1239E+04 -.1258E+03   .9997210  .0221019  .0083354
T  917  2 .3145093E+07   1800014E-01 -.6994E+03 -.6816E+03   .9998587  .0067195 -.0154072
T  918  2 .3089629E+07   1800011E-01 -.1180E+04 -.1316E+04   .9998420 -.0144014 -.0104208
T  919  2 .3095533E+07   1800004E-01  .7850E+03 -.5034E+03   .9997921  .0188082 -.0078771
T  920  2 .3189036E+07   1800021E-01  .3003E+04 -.2182E+04   .9998138  .0165961 -.0098447
T  921  2 .3098287E+07   1800017E-01 -.1337E+04 -.1281E+04   .9995970 -.0217039 -.0182974
T  922  2 .3130049E+07   1800018E-01 -.6861E+03 -.8585E+03   .9999816 -.0011925 -.0059534
T  923  2 .3118554E+07   1800017E-01 -.1304E+04  .9049E+02   .9998493 -.0083424 -.0152251
T  924  2 .3195154E+07   1800008E-01  .9132E+02  .1625E+04   .9999946  .0008310  .0031674
T  925  2 .3182373E+07   1800013E-01 -.7052E+03  .8705E+03   .9998515 -.0148161  .0088067
T  926  2 .3154824E+07   1800016E-01 -.4480E+03  .1363E+04   .9995984 -.0230247  .0165168
T  927  2 .3109519E+07   1800002E-01 -.7527E+03 -.2381E+03   .9999746 -.0068706 -.0019126
T  928  2 .3103944E+07   1800006E-01 -.1774E+04  .1294E+04   .9997984 -.0171053  .0105159
T  929  2 .3119084E+07   1800021E-01  .2458E+03 -.1451E+04   .9997132  .0161323 -.0177013
T  930  2 .3158604E+07   1800018E-01 -.5859E+03  .8176E+02   .9999568 -.0040365  .0083742
T  931  2 .3155859E+07   1800012E-01 -.8514E+03  .8258E+03   .9999706  .0000950  .0076615
T  932  2 .3147419E+07   1800021E-01  .3381E+03 -.4248E+03   .9999590 -.0055720 -.0071431
T  933  2 .2981241E+07   1800009E-01 -.2368E+05 -.2336E+05   .9791276 -.1559045 -.1303951
T  934  2 .3163969E+07   1800009E-01  .1068E+04 -.1434E+04   .9998281  .0131366 -.0130812
T  935  2 .3165142E+07   1800014E-01 -.4781E+04 -.4172E+04   .9983768 -.0489064 -.0291864
T  936  2 .3135768E+07   1800001E-01 -.1770E+03 -.6617E+03   .9998202  .0171652 -.0080605
T  937  2 .3113618E+07   1800012E-01  .1716E+03 -.7797E+03   .9999755 -.0002042 -.0070029
T  938  2 .3113103E+07   1800002E-01 -.5024E+02 -.1396E+04   .9998788 -.0041684 -.0150007
T  939  2 .3144874E+07   1800010E-01  .9575E+03 -.1054E+02   .9999572  .0076340  .0052264
T  940  2 .3124929E+07   1800013E-01 -.2085E+04 -.2232E+03   .9995649 -.0294692 -.0012774
T  941  2 .3102499E+07   1800012E-01  .3573E+03  .1206E+04   .9999955  .0003125 -.0029854
T  942  2 .3094861E+07   1800020E-01  .1609E+04 -.1313E+04   .9999231  .0101266 -.0071641
T  943  2 .3138676E+07   1800012E-01  .6627E+03  .3729E+02   .9998500  .0167412 -.0044357
T  944  2 .3192190E+07   1800005E-01 -.3397E+03 -.8464E+03   .9999244 -.0009809 -.0122591
T  945  2 .3152382E+07   1800020E-01  .1088E+04  .1903E+04   .9996342  .0130697  .0236775
T  946  2 .3126366E+07   1800014E-01 -.2862E+03 -.2368E+04   .9998566  .0071223 -.0153643
T  947  2 .3140089E+07   1800016E-01  .2827E+01  .7256E+03   .9999043 -.0066633  .0121211
T  948  2 .3183506E+07   1800016E-01  .4458E+03 -.8979E+03   .9997448  .0034669 -.0223220
T  949  2 .3115019E+07   1800004E-01  .2214E+03  .5101E+03   .9999055 -.0130842 -.0042083
T  950  2 .3132862E+07   1800002E-01 -.1385E+04  .1833E+03   .9998264 -.0186067 -.0009425
T  951  2 .3097649E+07   1800010E-01  .5731E+03 -.8587E+02   .9994609 -.0276483  .0177032
T  952  2 .3104688E+07   1800016E-01 -.2540E+04 -.6381E+03   .9994035 -.0315479 -.0140456
T  953  2 .3120511E+07   1800012E-01  .2910E+03 -.7775E+02   .9998717  .0131759  .0091060
T  954  2 .3110066E+07   1800018E-01 -.8249E+03  .1551E+04   .9999890 -.0020641  .0042201
T  955  2 .3184402E+07   1800015E-01  .2262E+04 -.2013E+04   .9986288  .0304116 -.0426113
T  956  2 .3150411E+07   1800010E-01  .1542E+04  .1433E+04   .9997893  .0122658  .0164591
T  957  2 .3142091E+07   1800015E-01 -.9069E+03 -.2303E+04   .9997517 -.0121947 -.0186523
T  958  2 .3127847E+07   1800015E-01  .4485E+03  .4166E+03   .9999667  .0052475  .0062447
T  959  2 .3119216E+07   1800001E-01  .4816E+03  .2656E+03   .9997702  .0202241  .0071096
T  960  2 .3170994E+07   1800005E-01 -.3892E+03  .1056E+04   .9999580 -.0089130 -.0021386
T  961  2 .3159653E+07   1800009E-01 -.3521E+03  .1237E+04   .9995561 -.0004261  .0297887
T  962  2 .3179114E+07   1800016E-01 -.1392E+04  .2725E+02   .9999584 -.0032674 -.0085193
T  963  2 .3175937E+07   1800002E-01 -.2313E+04  .2736E+02   .9995524 -.0296624  .0038936
T  964  2 .3080459E+07   1800014E-01  .2658E+04 -.3193E+03   .9991213  .0387457 -.0159841
T  965  2 .3145663E+07   1800021E-01 -.7293E+03 -.2143E+04   .9998637  .0034938 -.0161392
T  966  2 .3114247E+07   1800012E-01 -.9791E+03 -.3655E+03   .9998929 -.0105581 -.0101360
T  967  2 .3122737E+07   1800013E-01 -.2162E+04  .5992E+03   .9997690 -.0202130  .0073031
T  968  2 .3098577E+07   1800020E-01 -.9827E+03  .2324E+03   .9999126 -.0086029  .0100398
T  969  2 .3159951E+07   1800014E-01 -.1646E+03  .7792E+03   .9999220 -.0006979  .0124682
T  970  2 .3144571E+07   1800017E-01 -.5679E+03  .2794E+03   .9999944  .0006356 -.0032839
T  971  2 .3122419E+07   1800009E-01  .5119E+01 -.5391E+03   .9999748 -.0058204 -.0040565
T  972  2 .3139961E+07   1800008E-01 -.2160E+03 -.1329E+04   .9998778 -.0055705 -.0146078
T  973  2 .3157705E+07   1800004E-01 -.3976E+03  .1201E+04   .9999001  .0085665  .0112447
T  974  2 .3067331E+07   1800018E-01 -.2504E+03 -.2070E+04   .9998589  .0054515 -.0158894
T  975  2 .3137890E+07   1800003E-01 -.6041E+04 -.1092E+05   .9981076 -.0358212 -.0499803
T  976  2 .3174844E+07   1800008E-01  .1712E+04  .1964E+04   .9998842  .0031121  .0148931
T  977  2 .3184941E+07   1800011E-01 -.1650E+04 -.7307E+03   .9999339 -.0098198  .0059833
T  978  2 .3074165E+07   1800022E-01  .5862E+02  .5616E+01   .9997632 -.0054967  .0210568
T  979  2 .3122469E+07   1800013E-01  .1499E+04 -.7860E+03   .9998739  .0139574 -.0075752
T  980  2 .3164759E+07   1800005E-01  .6679E+03 -.5042E+03   .9999627 -.0034434 -.0079266
T  981  2 .3171235E+07   1800021E-01 -.5749E+03  .1381E+04   .9999137 -.0057533  .0118099
T  982  2 .3144238E+07   1800013E-01 -.7249E+03 -.1510E+04   .9998628 -.0083000 -.0143352
T  983  2 .3105634E+07   1800001E-01 -.2069E+04  .9362E+03   .9995259 -.0266474  .0154260
T  984  2 .3150341E+07   1800001E-01 -.8220E+03  .2016E+04   .9997444 -.0119178  .0192117
T  985  2 .3165037E+07   1800011E-01  .3820E+03  .5101E+02   .9999979 -.0019045  .0008048
T  986  2 .3165618E+07   1800011E-01  .2743E+03 -.8698E+03   .9999988  .0007669  .0013360
T  987  2 .3154799E+07   1800012E-01  .9387E+03 -.4641E+03   .9998043  .0192794 -.0044298
T  988  2 .3112569E+07   1800007E-01  .2832E+04 -.3104E+03   .9995205  .0309382  .0012425
T  989  2 .3124475E+07   1800016E-01 -.6843E+03 -.1142E+04   .9999290 -.0095336  .0071452
T  990  2 .3122242E+07   1800000E-01 -.2837E+03 -.9874E+03   .9999051  .0127968 -.0051028
T  991  2 .3047891E+07   1800016E-01 -.6914E+04 -.1870E+04   .9984356 -.0540171 -.0144365
T  992  2 .3178956E+07   1800015E-01 -.6353E+03  .9132E+03   .9999350  .0013666  .0113171
T  993  2 .3177428E+07   1800003E-01 -.2283E+03 -.3527E+03   .9999916 -.0008396  .0040158
T  994  2 .3113229E+07   1800000E-01  .2084E+04  .3198E+03   .9996717  .0255821  .0014591
T  995  2 .3113812E+07   1800011E-01  .1053E+04 -.7764E+03   .9998861  .0064373 -.0136544
T  996  2 .3154057E+07   1800021E-01 -.1503E+04  .1003E+04   .9995709 -.0267270  .0119828
T  997  2 .3172316E+07   1800008E-01  .5676E+03  .1087E+04   .9998494  .0136552  .0107059
T  998  2 .3101225E+07   1800009E-01  .3292E+02  .1009E+04   .9999623  .0005721  .0086589
T  999  2 .3126505E+07   1800018E-01  .9824E+03 -.5709E+03   .9998913 -.0004388 -.0147383
T 1000  2 .3121726E+07   1800012E-01 -.1102E+04 -.1066E+04   .9995104 -.0087605 -.0300354
