============================== SRIM-2008.04 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Mylar( 3.59 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  738  2 .5101039E+07   3600175E-02 -.8917E+02 -.5864E+02   .9999841 -.0040371 -.0039249
T  739  2 .5103807E+07   3600058E-02 -.2046E+02 -.4753E+01   .9999933 -.0028791  .0022752
T  740  2 .5087851E+07   3600171E-02 -.5282E+02  .3525E+01   .9999776 -.0063888  .0019896
T  741  2 .5070173E+07   3600127E-02  .6948E+01 -.2880E+01   .9999988  .0000074  .0015473
T  742  2 .5064067E+07   3600013E-02 -.3019E+02 -.3229E+02   .9999957 -.0029439 -.0000702
T  743  2 .5068102E+07   3600202E-02 -.4251E+02  .3729E+01   .9999975 -.0015906  .0015476
T  744  2 .5082895E+07   3600203E-02  .2132E+02  .3451E+02   .9999900  .0012476  .0042936
T  745  2 .5076535E+07   3600169E-02  .5758E+02  .5091E+02   .9999590  .0014725  .0089366
T  746  2 .5066087E+07   3600188E-02  .1322E+02 -.5684E+01   .9999801  .0062884  .0005182
T  747  2 .5080466E+07   3600057E-02 -.4577E+02 -.5503E+02   .9999939 -.0005957 -.0034540
T  748  2 .5102888E+07   3600073E-02 -.2775E+02 -.6030E+02   .9999894  .0012445 -.0044286
T  749  2 .5058935E+07   3600151E-02  .1984E+02  .2506E+03   .9999386 -.0039861  .0103439
T  750  2 .5077530E+07   3600153E-02  .7648E+02  .2378E+02   .9999949  .0031568  .0004445
T  751  2 .5102239E+07   3600022E-02  .1183E+03  .1300E+03   .9999581  .0078044  .0047916
T  752  2 .5082791E+07   3600123E-02  .6174E+02 -.4529E+02   .9999861  .0050991 -.0013269
T  753  2 .5088079E+07   3600182E-02  .2069E+02 -.4464E+02   .9999994  .0005720  .0009763
T  754  2 .5075259E+07   3600128E-02 -.7152E+02 -.4620E+02   .9999961 -.0015136 -.0023364
T  755  2 .5074109E+07   3600090E-02 -.8789E+02 -.2906E+02   .9999903 -.0040121  .0018440
T  756  2 .5064210E+07   3600052E-02  .8129E+03 -.2026E+03   .9994371  .0328424 -.0068473
T  757  2 .5057489E+07   3600202E-02 -.5073E+02 -.3979E+02   .9999823 -.0058981  .0007367
T  758  2 .5075648E+07   3600114E-02 -.3966E+02 -.1024E+03   .9999416 -.0061094 -.0089091
T  759  2 .5080008E+07   3600125E-02 -.3173E+02 -.7552E+02   .9999852 -.0016416 -.0051879
T  760  2 .5076431E+07   3600218E-02 -.4797E+02  .2988E+02   .9999981 -.0019217 -.0001650
T  761  2 .5084148E+07   3600031E-02  .1109E+02 -.1738E+02   .9999751  .0067282 -.0021378
T  762  2 .5098544E+07   3600116E-02 -.4682E+02  .5075E+01   .9999980 -.0017903  .0009096
T  763  2 .5054587E+07   3600061E-02 -.4522E+02 -.7766E+02   .9999828 -.0022906 -.0054049
T  764  2 .5078302E+07   3600093E-02 -.1032E+03  .4084E+02   .9999931 -.0035107  .0011824
T  765  2 .5092031E+07   3600010E-02  .1554E+02  .1819E+02   .9999999  .0003210  .0001233
T  766  2 .5084361E+07   3600184E-02 -.4211E+02  .1775E+02   .9999989 -.0005403  .0013795
T  767  2 .5093269E+07   3600213E-02  .2453E+03  .1203E+03   .9998998  .0125941  .0064647
T  768  2 .5055914E+07   3600103E-02 -.8752E+00 -.6843E+01   .9999986  .0008350  .0014386
T  769  2 .5078753E+07   3600179E-02  .5024E+02  .2480E+02   .9999998  .0005645  .0000608
T  770  2 .5061613E+07   3600109E-02  .5315E+02  .7001E+02   .9999891  .0040176  .0023970
T  771  2 .5067385E+07   3600154E-02 -.4437E+02  .4506E+02   .9999972  .0014813  .0018480
T  772  2 .5081167E+07   3600204E-02 -.1560E+03 -.3512E+02   .9998473 -.0174588  .0007130
T  773  2 .5101465E+07   3600056E-02 -.4182E+02 -.1023E+02   .9999999 -.0001114 -.0002531
T  774  2 .5086211E+07   3600027E-02  .1526E+03  .1103E+03   .9999703  .0066942  .0038164
T  775  2 .5071491E+07   3600206E-02  .7249E+00 -.3398E+02   .9999999  .0000068 -.0001778
T  776  2 .5076693E+07   3600176E-02  .1388E+03  .9649E+02   .9999136  .0068705  .0112059
T  777  2 .5077585E+07   3600126E-02 -.2818E+02  .1650E+01   .9999998  .0002606  .0004904
T  778  2 .5072038E+07   3600209E-02  .6099E+02  .8235E+02   .9999814  .0036092  .0049181
T  779  2 .5083897E+07   3600199E-02  .4550E+02 -.3742E+02   .9999977  .0019113  .0009840
T  780  2 .5082382E+07   3600173E-02  .2288E+02  .1746E+02   .9999959  .0028313 -.0004348
T  781  2 .5068945E+07   3600084E-02  .1007E+03 -.1639E+03   .9999468  .0078432 -.0067003
T  782  2 .5103158E+07   3600092E-02 -.1156E+03  .9114E+02   .9999092 -.0106912  .0082000
T  783  2 .5067839E+07   3600101E-02  .3876E+01 -.2482E+02   .9999866 -.0049865  .0014158
T  784  2 .5077860E+07   3600055E-02  .5346E+02  .3566E+02   .9999860  .0042901  .0031044
T  785  2 .5089414E+07   3600111E-02 -.7021E+02 -.5695E+02   .9999876 -.0036338 -.0034183
T  786  2 .5085963E+07   3600130E-02 -.5146E+02  .1953E+02   .9999785 -.0065510 -.0000360
T  787  2 .5071877E+07   3600020E-02 -.9138E+02  .6120E+01   .9998602 -.0163284 -.0036027
T  788  2 .5056278E+07   3600001E-02  .9833E+02 -.6995E+01   .9999766  .0066014 -.0017672
T  789  2 .5066938E+07   3600166E-02 -.6959E+02 -.1498E+03   .9999491 -.0033760 -.0095063
T  790  2 .5095601E+07   3600149E-02  .5087E+02  .6886E+02   .9999974  .0022673 -.0001330
T  791  2 .5089744E+07   3600009E-02 -.3655E+02  .4866E+02   .9999955 -.0008226  .0028971
T  792  2 .5082314E+07   3600127E-02  .2151E+02 -.2622E+02   .9999931  .0006056 -.0036561
T  793  2 .5089981E+07   3600082E-02 -.6049E+02 -.5587E+02   .9999915 -.0001535  .0041230
T  794  2 .5103840E+07   3600032E-02  .1063E+02 -.9952E+01   .9999935  .0034838 -.0009434
T  795  2 .5062419E+07   3600020E-02  .9326E+02 -.5330E+02   .9999875  .0047938 -.0014314
T  796  2 .5095285E+07   3600073E-02 -.5133E+02  .6982E+02   .9999776  .0007925  .0066455
T  797  2 .5075460E+07   3600103E-02 -.1794E+02 -.1025E+03   .9999544 -.0072149 -.0062504
T  798  2 .5078990E+07   3600085E-02  .5844E+01  .4080E+02   .9999976  .0012540  .0018028
T  799  2 .5084790E+07   3600203E-02 -.2731E+02  .2697E+02   .9999892  .0036224  .0029025
T  800  2 .5065805E+07   3600077E-02 -.5232E+02 -.1448E+03   .9999828 -.0008201 -.0058022
T  801  2 .5085396E+07   3600202E-02  .1121E+03  .4333E+02   .9999452  .0074792  .0073286
T  802  2 .5065943E+07   3600140E-02  .8084E+02  .4369E+01   .9999915  .0040144  .0009322
T  803  2 .5059393E+07   3600150E-02 -.9526E+02 -.3387E+02   .9999803 -.0061687 -.0011549
T  804  2 .5073192E+07   3600139E-02  .1407E+02  .4510E+02   .9999980  .0016617 -.0010922
T  805  2 .5071687E+07   3600020E-02  .4473E+02 -.5188E+01   .9999996 -.0000137  .0009457
T  806  2 .5070045E+07   3600198E-02 -.5695E-01  .1208E+02   .9999997 -.0004110 -.0006302
T  807  2 .5062820E+07   3600127E-02  .5698E+02 -.3710E+02   .9999976  .0018048 -.0012754
T  808  2 .5078097E+07   3600182E-02  .2520E+02 -.1229E+02   .9999927  .0037899 -.0004244
T  809  2 .5090177E+07   3600140E-02  .1179E+03 -.3910E+02   .9999823  .0058643  .0009779
T  810  2 .5077887E+07   3600174E-02  .2517E+02 -.3509E+01   .9999999 -.0004655 -.0000454
T  811  2 .5080195E+07   3600106E-02 -.3374E+02  .8066E+02   .9999915 -.0024686  .0033036
T  812  2 .5090164E+07   3600109E-02 -.1028E+03 -.6348E+01   .9999505 -.0068506 -.0072100
T  813  2 .5090330E+07   3600130E-02  .3367E+02 -.1207E+03   .9999629  .0021454 -.0083440
T  814  2 .5073070E+07   3600168E-02 -.2319E+03  .7456E+02   .9998906 -.0135684  .0058854
T  815  2 .5074514E+07   3600201E-02 -.5935E+03 -.3330E+03   .9998326 -.0164584 -.0079880
T  816  2 .5053362E+07   3600141E-02  .7107E+01  .4933E+02   .9999723  .0027955  .0068918
T  817  2 .5076348E+07   3600098E-02  .3595E+02  .1840E+02   .9999920  .0017435  .0036033
T  818  2 .5067280E+07   3600161E-02 -.1066E+03  .4639E+02   .9999705 -.0065981  .0039286
T  819  2 .5057304E+07   3600114E-02 -.4384E+02 -.2419E+02   .9999971 -.0023117 -.0007395
T  820  2 .5068705E+07   3600042E-02 -.7104E+02 -.6752E+01   .9999898 -.0044737  .0006559
T  821  2 .5062368E+07   3600037E-02  .3133E+03  .1821E+03   .9997685  .0197113  .0086245
T  822  2 .5078032E+07   3600136E-02 -.4545E+02 -.4768E+02   .9999986 -.0016159 -.0003972
T  823  2 .5069092E+07   3600179E-02 -.1804E+03  .3160E+02   .9999645 -.0083467 -.0011155
T  824  2 .5080135E+07   3600086E-02 -.3558E+02 -.5712E+02   .9999542 -.0077582 -.0056010
T  825  2 .5066540E+07   3600176E-02 -.4231E+03  .1868E+03   .9998923 -.0136013  .0055112
T  826  2 .5086496E+07   3600162E-02 -.4986E+02 -.1048E+03   .9999918 -.0021097 -.0034579
T  827  2 .5077553E+07   3600153E-02  .5562E+02  .7106E+02   .9999891  .0012091  .0045125
T  828  2 .5047864E+07   3600070E-02 -.6083E+02  .1205E+02   .9999879 -.0049019  .0004188
T  829  2 .5060629E+07   3600102E-02 -.1932E+02 -.8718E+02   .9999973 -.0003503 -.0022879
T  830  2 .5079226E+07   3600076E-02  .1397E+02 -.4110E+02   .9999795  .0057685 -.0027802
T  831  2 .5068272E+07   3600008E-02 -.5671E+02  .1889E+02   .9999923 -.0038229  .0008416
T  832  2 .5086015E+07   3600201E-02 -.5674E+02 -.2808E+02   .9999783 -.0065284  .0008638
T  833  2 .5073204E+07   3600097E-02  .3003E+02  .4359E+02   .9999968 -.0025055 -.0003883
T  834  2 .5080277E+07   3600062E-02  .2582E+02  .1135E+03   .9999820 -.0002531  .0060028
T  835  2 .5061882E+07   3600095E-02 -.2219E+02 -.3897E+02   .9999838 -.0042982 -.0037340
T  836  2 .5067894E+07   3600146E-02 -.1297E+02 -.9378E+02   .9999887 -.0028491 -.0038077
T  837  2 .5071846E+07   3600111E-02 -.2580E+02 -.2478E+02   .9999905  .0032562 -.0029083
T  838  2 .5091278E+07   3600018E-02 -.2065E+02  .3085E+02   .9999985 -.0000892  .0017118
T  839  2 .5088058E+07   3600216E-02 -.2534E+02  .4417E+02   .9999987 -.0003411  .0015947
T  840  2 .5072541E+07   3600094E-02  .1949E+02  .1087E+03   .9999629  .0034094  .0079069
T  841  2 .5072205E+07   3600055E-02 -.4854E+02 -.7393E+02   .9999761 -.0022022 -.0065583
T  842  2 .5041704E+07   3600008E-02  .1860E+02  .3734E+02   .9999911 -.0037876 -.0018356
T  843  2 .5093193E+07   3600192E-02  .4578E+02 -.8170E+01   .9999947 -.0030292 -.0011574
T  844  2 .5068158E+07   3600177E-02  .9810E+02 -.1983E+01   .9999868  .0051169 -.0005043
T  845  2 .5081580E+07   3600111E-02 -.2326E+02 -.3199E+01   .9999994  .0005897 -.0008907
T  846  2 .5066926E+07   3600146E-02 -.1359E+02  .7862E+02   .9999883 -.0029890  .0037920
T  847  2 .5093943E+07   3600171E-02  .1513E+03  .4162E+02   .9999615  .0087142 -.0010411
T  848  2 .5076620E+07   3600212E-02 -.3720E+02  .7021E+02   .9999989 -.0014597  .0002272
T  849  2 .5081535E+07   3600115E-02 -.5772E+01 -.1091E+03   .9999713 -.0028014 -.0070384
T  850  2 .5073303E+07   3600134E-02  .4691E+01  .5456E+02   .9999799  .0056987  .0027628
T  851  2 .5073251E+07   3600050E-02 -.4347E+01  .2756E+03   .9998950  .0019496  .0143594
T  852  2 .5086002E+07   3600127E-02  .6241E+02  .7287E+02   .9999930 -.0002001  .0037489
T  853  2 .5086868E+07   3600056E-02  .5496E+02 -.1903E+02   .9999907  .0040503 -.0014681
T  854  2 .5098512E+07   3600004E-02  .1061E+03 -.3474E+02   .9999808  .0061162 -.0009690
T  855  2 .5064248E+07   3600118E-02  .3825E+00  .9648E+02   .9999761  .0005716  .0068937
T  856  2 .5076914E+07   3600005E-02  .3679E+03  .3979E+03   .9995770  .0206476  .0204802
T  857  2 .5085873E+07   3600156E-02 -.3474E+02  .1584E+02   .9999933 -.0024795  .0026796
T  858  2 .5107670E+07   3600066E-02 -.1264E+03 -.1694E+03   .9999643 -.0039085 -.0074887
T  859  2 .5080673E+07   3600066E-02  .2967E+02 -.8590E+02   .9999629  .0025667 -.0082228
T  860  2 .5085701E+07   3600099E-02 -.2702E+02  .8411E+02   .9999880 -.0029519  .0039182
T  861  2 .5076596E+07   3600143E-02  .2742E+02 -.2559E+02   .9999936  .0018117 -.0030992
T  862  2 .5092097E+07   3600191E-02  .2317E+02 -.9581E+02   .9999889  .0024473 -.0040264
T  863  2 .5083129E+07   3600179E-02 -.4277E+02  .8100E+02   .9999832 -.0010919  .0056867
T  864  2 .5070868E+07   3600009E-02  .1778E+02  .3613E+02   .9999992  .0012228  .0001189
T  865  2 .5084488E+07   3600000E-02  .5444E+02 -.2150E+02   .9999970  .0024003 -.0005491
T  866  2 .5073418E+07   3600195E-02 -.1181E+03 -.8547E+02   .9999767 -.0060132 -.0032172
T  867  2 .5076066E+07   3600044E-02  .7554E+01 -.3974E+01   .9999975 -.0022534  .0000167
T  868  2 .5082125E+07   3600138E-02 -.5901E+02  .3860E+01   .9999859 -.0042423 -.0031788
T  869  2 .5084186E+07   3600168E-02  .3668E+02  .7684E+02   .9999816  .0008516  .0060143
T  870  2 .5074941E+07   3600082E-02 -.1382E+03 -.1101E+03   .9999823 -.0019690 -.0056179
T  871  2 .5099519E+07   3600205E-02  .7772E+02 -.1183E+03   .9999734  .0039049 -.0061670
T  872  2 .5075911E+07   3600151E-02 -.9794E+01 -.8819E+02   .9999725 -.0035409 -.0065211
T  873  2 .5097348E+07   3600140E-02 -.3737E+02 -.3110E+01   .9999970 -.0024383  .0002635
T  874  2 .5082287E+07   3600060E-02  .1013E+03 -.5210E+02   .9999927  .0002272 -.0038115
T  875  2 .5088718E+07   3600212E-02 -.2139E+02  .1885E+02   .9999957  .0022502  .0018978
T  876  2 .5074571E+07   3600161E-02  .1411E+03 -.1373E+03   .9999467  .0095746 -.0038671
T  877  2 .5076901E+07   3600178E-02 -.3383E+02  .4177E+02   .9999931 -.0035419  .0011279
T  878  2 .5096136E+07   3600017E-02  .3598E+02  .3183E+01   .9999991  .0009112  .0009490
T  879  2 .5073118E+07   3600154E-02 -.8273E+01 -.9428E+02   .9999962 -.0013665 -.0023942
T  880  2 .5078538E+07   3600119E-02 -.1264E+02 -.6412E+02   .9999825 -.0015809 -.0057003
T  881  2 .5051746E+07   3600106E-02 -.2598E+02 -.6533E+02   .9999960 -.0006716 -.0027361
T  882  2 .5072949E+07   3600189E-02  .1366E+02 -.7100E+02   .9999972 -.0006232 -.0022925
T  883  2 .5074176E+07   3600142E-02 -.1096E+02 -.8290E+02   .9999876 -.0006982 -.0049338
T  884  2 .5096142E+07   3600055E-02 -.2099E+02 -.4782E+02   .9999998 -.0005846 -.0002519
T  885  2 .5086461E+07   3600096E-02 -.1116E+03 -.4848E+02   .9999690 -.0071162 -.0033726
T  886  2 .5084223E+07   3600153E-02  .8051E+01  .5514E+02   .9999891 -.0013729  .0044588
T  887  2 .5069808E+07   3600052E-02 -.4727E+02 -.1890E+03   .9999568 -.0020638 -.0090585
T  888  2 .5062699E+07   3600123E-02 -.1046E+02 -.1319E+03   .9999713  .0022671 -.0072256
T  889  2 .5067782E+07   3600176E-02 -.1431E+02  .1643E+02   .9999944  .0009382  .0032238
T  890  2 .5093265E+07   3600168E-02  .1005E+03  .6838E+02   .9999715  .0053769  .0052948
T  891  2 .5074755E+07   3600094E-02 -.5810E+02 -.3848E+02   .9999676 -.0069556 -.0040409
T  892  2 .5089580E+07   3600189E-02 -.2617E+02  .1575E+03   .9999611 -.0002837  .0088184
T  893  2 .5074636E+07   3600190E-02 -.6234E+02  .4027E+02   .9999836 -.0050885  .0026270
T  894  2 .5087609E+07   3600032E-02 -.4428E+02 -.2981E+02   .9999793 -.0057084 -.0029591
T  895  2 .5067879E+07   3600086E-02 -.1660E+02  .3041E+02   .9999943  .0015119  .0030043
T  896  2 .5094418E+07   3600053E-02 -.2917E+02 -.5836E+02   .9999975  .0009972 -.0020196
T  897  2 .5067583E+07   3600170E-02  .7435E+02 -.7744E+02   .9999985 -.0015495 -.0008260
T  898  2 .5078464E+07   3600026E-02 -.4622E+02  .1372E+03   .9999854 -.0018007  .0050877
T  899  2 .5079536E+07   3600160E-02  .4288E+01  .8452E+02   .9999860  .0026925  .0045650
T  900  2 .5097685E+07   3600050E-02 -.9418E+02 -.1885E+02   .9999979 -.0020498 -.0001063
T  901  2 .5085751E+07   3600206E-02 -.1002E+03 -.1742E+02   .9999859 -.0053133 -.0001957
T  902  2 .5090517E+07   3600094E-02 -.3783E+02  .4942E+02   .9999980  .0001991  .0019894
T  903  2 .5065365E+07   3600106E-02  .6604E+02 -.5081E+02   .9999881  .0036223 -.0032785
T  904  2 .5078135E+07   3600021E-02 -.1270E+02 -.7409E+01   .9999740 -.0071322 -.0011016
T  905  2 .5088724E+07   3600114E-02  .1484E+03  .1661E+02   .9999313  .0116929 -.0008282
T  906  2 .5079281E+07   3600071E-02 -.5991E+02 -.8616E+02   .9999858 -.0009613 -.0052442
T  907  2 .5096796E+07   3600006E-02 -.1134E+02 -.6878E+02   .9999717  .0019100 -.0072764
T  908  2 .5072420E+07   3600126E-02 -.2000E+01 -.8853E+02   .9999791  .0015435 -.0062841
T  909  2 .5076281E+07   3600218E-02  .5426E+02  .5153E+01   .9999836  .0055516 -.0014275
T  910  2 .5099262E+07   3600157E-02  .1529E+03  .2951E+02   .9999874  .0046559  .0019017
T  911  2 .5078804E+07   3600149E-02  .2747E+02  .2230E+02   .9999993 -.0006502  .0010251
T  912  2 .5088940E+07   3600178E-02 -.1059E+03  .4600E+02   .9998822 -.0120669  .0094861
T  913  2 .5064212E+07   3600113E-02 -.1286E+03 -.2101E+02   .9997890 -.0180419 -.0098160
T  914  2 .5067037E+07   3600167E-02  .4318E+02  .4798E+02   .9999617  .0056316 -.0067048
T  915  2 .5066819E+07   3600210E-02 -.7665E+02 -.7162E+02   .9999925 -.0013289 -.0036389
T  916  2 .5084123E+07   3600029E-02 -.9063E+02 -.1446E+03   .9999821 -.0022113 -.0055681
T  917  2 .5076082E+07   3600069E-02  .1033E+02  .1702E+03   .9999806  .0010528  .0061376
T  918  2 .5077929E+07   3600000E-02  .3237E+02  .2765E+01   .9999947  .0022264  .0023931
T  919  2 .5087037E+07   3600170E-02  .1090E+03  .1021E+02   .9999943  .0032467  .0008738
T  920  2 .5085650E+07   3600000E-02 -.1666E+02 -.3912E+02   .9999974 -.0003102 -.0022632
T  921  2 .5057329E+07   3600065E-02 -.5814E+02  .6516E+02   .9999987 -.0014598  .0007163
T  922  2 .5069643E+07   3600042E-02 -.2333E+02 -.1933E+02   .9999994 -.0010789  .0001485
T  923  2 .5078965E+07   3600190E-02  .2153E+03  .2712E+03   .9999558  .0069417  .0063444
T  924  2 .5079144E+07   3600070E-02 -.9216E+02  .8306E+02   .9996033 -.0274580  .0062756
T  925  2 .5080230E+07   3600170E-02  .3419E+02 -.3431E+02   .9999788 -.0019267 -.0062176
T  926  2 .5078149E+07   3600129E-02 -.1067E+01 -.2004E+02   .9999980  .0007048 -.0018845
T  927  2 .5066123E+07   3600132E-02 -.9810E+01  .4487E+02   .9999656 -.0018628  .0080813
T  928  2 .5081059E+07   3600064E-02  .9741E+02  .1556E+02   .9999684  .0074061  .0028744
T  929  2 .5107164E+07   3600136E-02 -.4230E+02 -.4509E+02   .9999918 -.0036883 -.0016855
T  930  2 .5077638E+07   3600148E-02  .6184E+01 -.5090E+02   .9999899  .0044100  .0008952
T  931  2 .5109127E+07   3600068E-02  .5434E+02  .7115E+01   .9999734  .0032291  .0065443
T  932  2 .5072988E+07   3600122E-02  .1399E+03  .7825E+02   .9999723  .0069490  .0026574
T  933  2 .5080199E+07   3600118E-02 -.2804E+02 -.7322E+02   .9999720  .0001694 -.0074813
T  934  2 .5095530E+07   3600079E-02  .5314E+02 -.3109E+02   .9999988 -.0011886 -.0009889
T  935  2 .5093741E+07   3600063E-02 -.5521E+02 -.5020E+01   .9999972 -.0018962  .0014123
T  936  2 .5061958E+07   3600137E-02  .2831E+02 -.5759E+02   .9999992  .0002080  .0012333
T  937  2 .5061546E+07   3600129E-02  .1058E+03  .2167E+01   .9999796  .0063183 -.0009194
T  938  2 .5068263E+07   3600031E-02 -.8938E+01  .8269E+01   .9999908  .0014033 -.0040585
T  939  2 .5087673E+07   3600168E-02  .5366E+02 -.1819E+03   .9999560  .0024483 -.0090571
T  940  2 .5075263E+07   3600186E-02  .3494E+02 -.7450E+02   .9999958  .0022860 -.0017704
T  941  2 .5078214E+07   3600042E-02 -.2350E+03  .1577E+03   .9999389 -.0110090 -.0010031
T  942  2 .5079202E+07   3600207E-02 -.8086E+02 -.3571E+02   .9999810 -.0059518 -.0015843
T  943  2 .5068126E+07   3600128E-02  .4261E+02  .1033E+03   .9999860  .0029744  .0043742
T  944  2 .5078486E+07   3600112E-02 -.1719E+02 -.8682E+01   .9999967  .0001868 -.0025685
T  945  2 .5069568E+07   3600201E-02 -.5339E+02 -.4010E+02   .9999930  .0006325  .0036991
T  946  2 .5067969E+07   3600208E-02  .1769E+03 -.2329E+03   .9999708  .0033009 -.0068918
T  947  2 .5066913E+07   3600049E-02 -.9158E+02 -.5127E+02   .9999911 -.0037015 -.0020369
T  948  2 .5070698E+07   3600184E-02  .1385E+03 -.1406E+03   .9999633  .0063006 -.0058055
T  949  2 .5060769E+07   3600155E-02  .6934E+02 -.1465E+03   .9999661  .0051657 -.0064194
T  950  2 .5075167E+07   3600057E-02  .1792E+02  .3935E+01   .9999984 -.0003981 -.0017446
T  951  2 .5067295E+07   3600001E-02  .9696E+02 -.9909E+02   .9999783  .0043338 -.0049519
T  952  2 .5067351E+07   3600146E-02  .2247E+02  .3529E+02   .9999913  .0010291  .0040497
T  953  2 .5067552E+07   3600178E-02  .2565E+02  .6037E+02   .9999963  .0023961  .0012641
T  954  2 .5084927E+07   3600194E-02 -.9706E+02 -.7705E+02   .9999864 -.0028435 -.0043705
T  955  2 .5082930E+07   3600136E-02 -.5642E+02 -.4393E+02   .9999973 -.0023264 -.0002702
T  956  2 .5097444E+07   3600174E-02  .1115E+03  .1051E+03   .9999223  .0109374  .0059792
T  957  2 .5083451E+07   3600169E-02 -.9176E+02 -.6712E+02   .9999490 -.0057383 -.0083161
T  958  2 .5092745E+07   3600051E-02 -.1729E+02  .2967E+02   .9999990  .0004255  .0013396
T  959  2 .5055621E+07   3600077E-02  .2703E+02  .1185E+03   .9999591 -.0004026  .0090401
T  960  2 .5090065E+07   3600124E-02  .1222E+02  .1722E+02   .9999977  .0011564  .0018327
T  961  2 .5066724E+07   3600161E-02  .7793E+02 -.2241E+03   .9999542  .0040120 -.0086873
T  962  2 .5069493E+07   3600156E-02  .5218E+02 -.4299E+02   .9999862  .0050008 -.0015928
T  963  2 .5064861E+07   3600085E-02  .1120E+03 -.5129E+02   .9999766  .0057520 -.0037031
T  964  2 .5084105E+07   3600185E-02 -.4210E+02  .3370E+02   .9999994 -.0000686  .0010983
T  965  2 .5068813E+07   3600146E-02  .1709E+02  .2059E+02   .9999850  .0052384  .0015711
T  966  2 .5056515E+07   3600147E-02  .1999E+03 -.9805E+02   .9999541  .0085861 -.0042533
T  967  2 .5060886E+07   3600016E-02  .6697E+02  .9386E+02   .9999991  .0013505  .0000640
T  968  2 .5072333E+07   3600086E-02  .1212E+02 -.2570E+02   .9999993 -.0010768 -.0005539
T  969  2 .5062844E+07   3600039E-02  .6014E+02  .3087E+03   .9999331 -.0019763  .0113935
T  970  2 .5079421E+07   3600191E-02 -.4671E+02  .3907E+02   .9999998 -.0005109 -.0002094
T  971  2 .5065248E+07   3600211E-02 -.5701E+02 -.7796E+02   .9999452  .0059710 -.0085980
T  972  2 .5066920E+07   3600179E-02  .5588E+02  .4376E+02   .9999023 -.0053661  .0129045
T  973  2 .5058176E+07   3600208E-02  .4279E+02  .5866E+02   .9999887  .0032352  .0034829
T  974  2 .5072500E+07   3600213E-02 -.9079E+02  .6812E+02   .9999797 -.0058899  .0024259
T  975  2 .5074719E+07   3600205E-02 -.5663E+01  .2980E+02   .9999958 -.0017138  .0023575
T  976  2 .5079869E+07   3600187E-02 -.3480E+02  .2715E+02   .9998408 -.0178428 -.0003299
T  977  2 .5075857E+07   3600112E-02  .4049E+02 -.8894E+02   .9999819  .0037868 -.0046741
T  978  2 .5078366E+07   3600153E-02  .5695E+01  .6282E+02   .9999967  .0000414  .0025773
T  979  2 .5062626E+07   3600180E-02 -.4068E+02 -.2565E+02   .9999940 -.0010779 -.0032949
T  980  2 .5074699E+07   3600006E-02 -.3470E+02  .3541E+02   .9999949 -.0015695  .0027822
T  981  2 .5084564E+07   3600145E-02 -.5022E+02  .8170E+02   .9999886  .0022879  .0041936
T  982  2 .5060660E+07   3600199E-02 -.5199E+02 -.1303E+03   .9999958 -.0021228 -.0019721
T  983  2 .5061044E+07   3600063E-02  .6883E+01  .1179E+02   .9999927  .0037830  .0005727
T  984  2 .5067972E+07   3600166E-02 -.6863E+02 -.4925E+02   .9999783 -.0058518 -.0030102
T  985  2 .5085074E+07   3600073E-02 -.3325E+02 -.2016E+02   .9999906 -.0042266  .0009581
T  986  2 .5068775E+07   3600042E-02 -.1098E+03 -.1348E+03   .9999840 -.0046327 -.0032471
T  987  2 .5079318E+07   3600149E-02  .1142E+03  .6565E+02   .9999411  .0103491  .0032780
T  988  2 .5060886E+07   3600192E-02  .6367E+02 -.3158E+02   .9999906  .0035898 -.0024315
T  989  2 .5068827E+07   3600141E-02 -.1931E+02  .3050E+02   .9999973 -.0023195  .0002517
T  990  2 .5084384E+07   3600208E-02 -.8874E+02  .9285E+02   .9999950 -.0022717  .0021829
T  991  2 .5073821E+07   3600059E-02 -.6528E+02 -.6621E+02   .9999989 -.0009273  .0011733
T  992  2 .5054500E+07   3600177E-02 -.2722E+03  .3694E+03   .9999233 -.0079086  .0095307
T  993  2 .5084613E+07   3600188E-02 -.2137E+03  .2816E+03   .9995464 -.0174682  .0245310
T  994  2 .5089483E+07   3600100E-02 -.2046E+02  .8233E+02   .9999980 -.0019681  .0003850
T  995  2 .5075376E+07   3600126E-02 -.1919E+02  .1320E+02   .9999975 -.0001810  .0022286
T  996  2 .5081213E+07   3600029E-02 -.1208E+03  .5027E+02   .9999799 -.0050298  .0038621
T  997  2 .5075175E+07   3600016E-02 -.1696E+02  .5478E+02   .9999908 -.0038122  .0019784
T  998  2 .5091054E+07   3600006E-02 -.1225E+03 -.1090E+03   .9999853 -.0035664 -.0040895
